date,XLF,IYF,IYF/XLF,IYF/XLF avg,IYF/XLF 10 dma,IYF/XLF 20 dma,XLF avg,XLF 10 dma,XLF 20 dma,avg diff,10 dma diff,20 dma diff,XLF div,IYF div,XLF*,IYF*,IYF*/XLF*,IYF*/XLF* avg,IYF*/XLF* 10 dma,IYF*/XLF* 20 dma,XLF* avg,XLF* 10 dma,XLF* 20 dma,avg diff*,10 dma diff*,20 dma diff*
2026-01-28,52.99,126.73,2.3915833176070955,2.3831651971309507,2.3876690017533737,,126.28392379596907,126.47024866770936,,0.003526103698370522,0.0020517469850806183,,0.0,0.0,52.99,126.73,2.3915833176070955,2.383649936562074,2.3876690017533737,,126.30961013842429,126.47024866770936,,0.003322722858460062,0.0020517469850806183,
2026-01-29,53.55,127.72,2.385060690943044,2.3831651971309507,2.387966391253957,,127.6184963063624,127.85967504389316,,0.0007950520618917455,-0.0010930059894203009,,0.0,0.0,53.55,127.72,2.385060690943044,2.383649936562074,2.387966391253957,,127.64445410289905,127.85967504389316,,0.0005916712219815113,-0.0010930059894203009,
2026-01-30,53.44,127.7,2.3895958083832336,2.3831651971309507,2.3882649457910112,2.3779371371074984,127.356348134678,127.61292394861145,,0.002694714919171645,0.0006821123930434426,,0.0,0.0,53.44,127.7,2.3895958083832336,2.383649936562074,2.3882649457910112,2.3779371371074984,127.38225260987721,127.61292394861145,,0.0024913340792613935,0.0006821123930434426,
2026-02-02,54.03,128.57,2.3796039237460667,2.3831651971309507,2.387724236034832,2.378903497503795,128.76241560098526,129.03795502108835,128.47994351791814,-0.001495463650748673,-0.0036330829595137945,0.0007006925155005811,0.0,0.0,54.03,128.57,2.3796039237460667,2.383649936562074,2.387724236034832,2.378903497503795,128.78860607244886,129.03795502108835,128.47994351791814,-0.0016988444906591133,-0.0036330829595137945,0.0007006925155005811
2026-02-03,53.53,127.68,2.3852045581916683,2.3831651971309507,2.3876168723051263,2.3798847302236403,127.57083300241979,127.81487835494457,127.34270422137814,0.0008553704052771083,-0.0010558205185381383,0.0026452231092833484,0.0,0.0,53.53,127.68,2.3852045581916683,2.383649936562074,2.3876168723051263,2.3798847302236403,127.59678110416782,127.81487835494457,127.34270422137814,0.0006519895653665837,-0.0010558205185381383,0.0026452231092833484
2026-02-04,53.96,128.71,2.3852853965900667,2.3831651971309507,2.3870507617583714,2.3812411986347035,128.5955940371861,128.8358064295846,128.41858004286763,0.0008892614307996458,-0.0009769636037572724,0.0022667264903908258,0.0,0.0,53.96,128.71,2.3852853965900667,2.383649936562074,2.3870507617583714,2.3812411986347035,128.6217505768895,128.8358064295846,128.41858004286763,0.0006858805908891919,-0.0009769636037572724,0.0022667264903908258
2026-02-05,53.29,126.95,2.382248076562207,2.3831651971309507,2.386639628139737,2.3827128903606742,126.99887335510836,127.20593509410361,126.89634347524334,-0.0003849070489350642,-0.0020140012116513055,0.0004227480673638453,0.0,0.0,53.29,126.95,2.382248076562207,2.383649936562074,2.386639628139737,2.3827128903606742,127.0247051193929,127.20593509410361,126.89634347524334,-0.0005882878888454169,-0.0020140012116513055,0.0004227480673638453
2026-02-06,54.26,129.64,2.389237007003317,2.3831651971309507,2.386765514632418,2.3842945975981387,129.31054359632537,129.49906622286213,129.28600143097017,0.00254455215162929,0.0010877077940201524,0.0027343626181711247,0.0,0.0,54.26,129.64,2.389237007003317,2.383649936562074,2.386765514632418,2.3842945975981387,129.3368455578581,129.49906622286213,129.28600143097017,0.002341171311718915,0.0010877077940201524,0.0027343626181711247
2026-02-09,53.94,129.17,2.3946978123841305,2.3831651971309507,2.3875346780090076,2.385996113015479,128.54793073324348,128.74213185927263,128.6088505944436,0.004827529641408406,0.0033179403401188043,0.004353734145717505,0.0,0.0,53.94,129.17,2.3946978123841305,2.383649936562074,2.3875346780090076,2.385996113015479,128.57407757815827,128.74213185927263,128.6088505944436,0.004624148801498134,0.0033179403401188043,0.004353734145717505
2026-02-10,53.55,127.7,2.38468720821662,2.3831651971309507,2.3867203799627448,2.386700902075252,127.6184963063624,127.85248200738235,127.7700918519789,0.0006384472538042664,-0.0011933519430549452,-0.0005487284498121086,0.0,0.0,53.55,127.7,2.38468720821662,2.383649936562074,2.3867203799627448,2.386700902075252,127.64445410289905,127.85248200738235,127.7700918519789,0.00043506641389391796,-0.0011933519430549452,-0.0005487284498121086
2026-02-11,52.74,125.66,2.3826317785362154,2.3831651971309507,2.385825226055657,2.3867471139045153,125.68813249668634,125.87563283923517,125.8746055754488,-0.00022385284127131853,-0.0017145315725202084,-0.0017063705968417438,0.0,0.0,52.74,125.66,2.3826317785362154,2.383649936562074,2.385825226055657,2.3867471139045153,125.71369765428378,125.87563283923517,125.8746055754488,-0.000427233681181793,-0.0017145315725202084,-0.0017063705968417438
2026-02-12,51.69,123.32,2.3857612691042753,2.3831651971309507,2.38589528387178,2.3869308375628684,123.18580903969884,123.3233059348169,123.37095831772439,0.0010887449190700004,-2.6807415709686905e-05,-0.0004131348696092973,0.0,0.0,51.69,123.32,2.3857612691042753,2.383649936562074,2.38589528387178,2.3869308375628684,123.2108652208936,123.3233059348169,123.37095831772439,0.0008853640791595584,-2.6807415709686905e-05,-0.0004131348696092973
2026-02-13,51.65,123.83,2.3974830590513068,2.3831651971309507,2.3866840089385875,2.3874744773647993,123.0904824318136,123.23149141197743,123.28497776012215,0.0059899427704279565,0.004845026680590875,0.004411089352479347,0.0,0.0,51.65,123.83,2.3974830590513068,2.383649936562074,2.3866840089385875,2.3874744773647993,123.11551922343111,123.23149141197743,123.28497776012215,0.005786561930517718,0.004845026680590875,0.004411089352479347
2026-02-17,52.2,124.84,2.3915708812260537,2.3831651971309507,2.3878807046865864,2.387802470360709,124.40122329023563,124.58490526659428,124.62616771844253,0.0035209036230538665,0.0020454639208899754,0.0017143193073615543,0.0,0.0,52.2,124.84,2.3915708812260537,2.383649936562074,2.3878807046865864,2.387802470360709,124.42652668854026,124.58490526659428,124.62616771844253,0.003317522783143514,0.0020454639208899754,0.0017143193073615543
2026-02-18,52.59,125.8,2.3920897509032133,2.3831651971309507,2.3885692239577403,2.3880930481314335,125.33065771711671,125.57864625946759,125.57453191626968,0.003737837774155634,0.00176111854397824,0.0017938821604146396,0.0,0.0,52.59,125.8,2.3920897509032133,2.383649936562074,2.3885692239577403,2.3880930481314335,125.35615016379947,125.57864625946759,125.57453191626968,0.003534456934245111,0.00176111854397824,0.0017938821604146396
2026-02-19,52.15,124.76,2.3923298178331738,2.3831651971309507,2.3892736660820515,2.3881622139202117,124.28206503037907,124.56388502939615,124.53905246005425,0.0038381914018894682,0.0015731746762046115,0.0017725506424170214,0.0,0.0,52.15,124.76,2.3923298178331738,2.383649936562074,2.3892736660820515,2.3881622139202117,124.30734419171215,124.56388502939615,124.53905246005425,0.003634810561978991,0.0015731746762046115,0.0017725506424170214
2026-02-20,52.49,125.34,2.387883406363117,2.3831651971309507,2.389837199062142,2.3882384136009396,125.0923411974036,125.41297473264689,125.35463460867192,0.0019778506413894734,-0.0005820448174931484,-0.00011675246828777384,0.0,0.0,52.49,125.34,2.387883406363117,2.383649936562074,2.389837199062142,2.3882384136009396,125.11778517014326,125.41297473264689,125.35463460867192,0.0017744698014789922,-0.0005820448174931484,-0.00011675246828777384
2026-02-23,50.73,121.67,2.3983835994480587,2.3831651971309507,2.3907518583066163,2.388758686469517,120.89797045045312,121.23644110842245,121.15533472197566,0.006365491329827445,0.0035697641446663262,0.004238981482555699,0.0,0.0,50.73,121.67,2.3983835994480587,2.383649936562074,2.3907518583066163,2.388758686469517,120.922561281794,121.23644110842245,121.15533472197566,0.006162110489917119,0.0035697641446663262,0.004238981482555699
2026-02-24,50.98,122.35,2.3999607689289917,2.3831651971309507,2.3912781539611023,2.3894064159850545,121.49376174973585,121.88052973647129,121.77891783621597,0.007022872049779738,0.003844489403268962,0.004678537967016153,0.0,0.0,50.98,122.35,2.3999607689289917,2.383649936562074,2.3912781539611023,2.3894064159850545,121.51847376593452,121.88052973647129,121.77891783621597,0.006819491209869128,0.003844489403268962,0.004678537967016153
2026-02-25,51.87,124.17,2.393869288606131,2.3831651971309507,2.3921963620000537,2.3894583709813992,123.6147787751824,124.03559784596237,123.93851079714477,0.0044814871745103724,0.0010829906201984727,0.0018660324813801897,0.0,0.0,51.87,124.17,2.393869288606131,2.383649936562074,2.3921963620000537,2.3894583709813992,123.63992220947476,124.03559784596237,123.93851079714477,0.004278106334599898,0.0010829906201984727,0.0018660324813801897
2026-02-26,52.5,125.66,2.3935238095238094,2.3831651971309507,2.393285565098813,2.389555395577235,125.1161728493749,125.59030900500282,125.44656447652346,0.004337158486291276,0.0005547535209843271,0.001699960137015543,0.0,0.0,52.5,125.66,2.3935238095238094,2.383649936562074,2.393285565098813,2.389555395577235,125.14162166950888,125.59030900500282,125.44656447652346,0.004133777646380705,0.0005547535209843271,0.001699960137015543
2026-02-27,51.43,122.61,2.3840171106358157,2.3831651971309507,2.3931111492519674,2.3895032165618733,122.5661860884448,123.08667661303195,122.8948339945372,0.0003574075665391636,-0.003880208863009122,-0.0023203952256564773,0.0,0.0,51.43,122.61,2.3840171106358157,2.383649936562074,2.3931111492519674,2.3895032165618733,122.59111623738745,123.08667661303195,122.8948339945372,0.00015402672662883496,-0.003880208863009122,-0.0023203952256564773
2026-03-02,51.3,122.54,2.38869395711501,2.3831651971309507,2.3922322390583375,2.389458123998462,122.25637461281777,122.76660195662592,122.58151500962408,0.0023172362298529985,-0.0018475003874556474,-0.00033873003778871614,0.0,0.0,51.3,122.54,2.38869395711501,2.383649936562074,2.3922322390583375,2.389458123998462,122.28124174563438,122.76660195662592,122.58151500962408,0.0021138553899427907,-0.0018475003874556474,-0.00033873003778871614
2026-03-03,51.21,122.04,2.383128295254833,2.3831651971309507,2.3913879804612153,2.3896343425739004,122.04188974507599,122.50621296217747,122.36415052996124,-1.548451692175983e-05,-0.0038128869087870414,-0.002652579502626251,0.0,0.0,51.21,122.04,2.383128295254833,2.383649936562074,2.3913879804612153,2.3896343425739004,122.0667132513438,122.50621296217747,122.36415052996124,-0.0002188653568320809,-0.0038128869087870414,-0.002652579502626251
2026-03-04,51.5,122.77,2.383883495145631,2.3831651971309507,2.3905673548854574,2.389568289421599,122.73300765224396,123.15648099375258,123.06616864255587,0.00030135963212639193,-0.003143063816116698,-0.002409480976518431,0.0,0.0,51.5,122.77,2.383883495145631,2.383649936562074,2.3905673548854574,2.389568289421599,122.7579717329468,123.15648099375258,123.06616864255587,9.797879221610755e-05,-0.003143063816116698,-0.002409480976518431
2026-03-05,51.23,122.0,2.3814171383954714,2.3831651971309507,2.389476086941687,2.389374876511869,122.08955304901859,122.46876559078197,122.4175834670685,-0.000733772108785985,-0.0038349779708053253,-0.0034169708041695552,0.0,0.0,51.23,122.0,2.3814171383954714,2.383649936562074,2.389476086941687,2.389374876511869,122.11438625007503,122.46876559078197,122.4175834670685,-0.0009371529486963125,-0.0038349779708053253,-0.0034169708041695552
2026-03-06,50.57,120.16,2.3761123195570497,2.3831651971309507,2.3882989782610804,2.3890680886616114,120.51666401891218,120.8358057166411,120.83068750520522,-0.0029638459669987637,-0.005608458504706351,-0.005566100862416697,0.0,0.0,50.57,120.16,2.3761123195570497,2.383649936562074,2.3882989782610804,2.3890680886616114,120.54117729194407,120.8358057166411,120.83068750520522,-0.0031672268069091384,-0.005608458504706351,-0.005566100862416697
2026-03-09,50.33,119.61,2.3765150009934435,2.3831651971309507,2.3861121184156184,2.3884319883611176,119.94470437160074,120.20308757588018,120.24179690233889,-0.0027943896178269072,-0.0049462586971847034,-0.005268239569243126,0.0,0.0,50.33,119.61,2.3765150009934435,2.383649936562074,2.3861121184156184,2.3884319883611176,119.96910130716917,120.20308757588018,120.24179690233889,-0.002997770457737263,-0.0049462586971847034,-0.005268239569243126
2026-03-10,50.06,119.0,2.377147423092289,2.3831651971309507,2.3838307838319484,2.387554468896526,119.3012497683754,119.44877264788586,119.56490533735756,-0.0025283117830305706,-0.0037641055793371583,-0.0047358717107953315,0.0,0.0,50.06,119.0,2.377147423092289,2.383649936562074,2.3838307838319484,2.387554468896526,119.32551582429743,119.44877264788586,119.56490533735756,-0.002731692622940927,-0.0037641055793371583,-0.0047358717107953315
2026-03-11,49.64,118.05,2.37812248186946,2.3831651971309507,2.3822561031582814,2.3872262325791676,118.30032038558039,118.33336010941792,118.51820383602355,-0.00211821569581619,-0.0023974635525297874,-0.003958304114890713,0.0,0.0,49.64,118.05,2.37812248186946,2.383649936562074,2.3822561031582814,2.3872262325791676,118.32438285094135,118.33336010941792,118.51820383602355,-0.0023215965357267086,-0.0023974635525297874,-0.003958304114890713
2026-03-12,48.83,116.1,2.3776366987507678,2.3831651971309507,2.3806673920809773,2.386976478589895,116.36995657590431,116.32556551721888,116.56825693684075,-0.0023225082606547613,-0.001940970542828137,-0.0040251091851627625,0.0,0.0,48.83,116.1,2.3776366987507678,2.383649936562074,2.3806673920809773,2.386976478589895,116.39362640232606,116.32556551721888,116.56825693684075,-0.0025258891005652006,-0.001940970542828137,-0.0040251091851627625
2026-03-13,48.89,116.08,2.3743096747801187,2.3831651971309507,2.379696648495407,2.386403898873687,116.51294648773218,116.39082879883898,116.69928003825997,-0.0037227869055534582,-0.0026741332292981685,-0.005320761359586595,0.0,0.0,48.89,116.08,2.3743096747801187,2.383649936562074,2.379696648495407,2.386403898873687,116.5366453985198,116.39082879883898,116.69928003825997,-0.003926167745463963,-0.0026741332292981685,-0.005320761359586595
2026-03-16,49.3,117.05,2.374239350912779,2.3831651971309507,2.3782511878751844,2.385241713466761,117.49004421855587,117.31904477082357,117.64971221447277,-0.0037524060026563394,-0.0022959080561931995,-0.005110475117631455,0.0,0.0,49.3,117.05,2.374239350912779,2.383649936562074,2.3782511878751844,2.385241713466761,117.51394187251023,117.31904477082357,117.64971221447277,-0.003955786842566655,-0.0022959080561931995,-0.005110475117631455
2026-03-17,49.56,117.34,2.367635189669088,2.3831651971309507,2.37670187731661,2.3840449288889127,118.10966716980992,117.86612887109415,118.21257931941268,-0.00653787215415954,-0.00447377584201354,-0.0074088198337534245,0.0,0.5762,49.56,117.9162,2.3792615012106535,2.383649936562074,2.3778645084707666,2.3846262444659905,118.13369085601639,117.86612887109415,118.21257931941268,-0.001842753807450521,0.0004247233446059829,-0.002510320647133993
2026-03-18,48.97,116.34,2.375740249132122,2.3831651971309507,2.375887552715259,2.383227453800358,116.70359970350265,116.3870909321944,116.74668016769006,-0.003120446122542155,-0.00040468802019096094,-0.0034895222675799848,0.0,0.5762,48.97,116.9162,2.387506636716357,2.383649936562074,2.378226822627839,2.384397088756648,116.72733739344476,116.44402497981343,116.77514719149956,0.0016166734145272046,0.004046753593910057,0.0012071720012305942
2026-03-19,48.99,116.32,2.374362114717289,2.3831651971309507,2.375182050347441,2.3823290686445637,116.75126300744527,116.39473120752054,116.75431296167955,-0.003700700756205931,-0.0006422559474565214,-0.0037268239373915127,0.0,0.5762,48.99,116.8962,2.386123698714023,2.383649936562074,2.3786974786596944,2.3840867828006904,116.775010392176,116.50933204053783,116.8116133781882,0.0010372661526123015,0.0033149883840285707,0.0007238664748311363
2026-03-20,49.08,116.24,2.3683781581092096,2.3831651971309507,2.3744086342026565,2.3813538062318687,116.96574787518705,116.5739350310524,116.92471068907518,-0.006224119471614839,-0.002868687907483629,-0.005873210017805829,0.0,0.5762,49.08,116.8162,2.380118174409128,2.383649936562074,2.3790980641449018,2.383698521202991,116.98953888646658,116.74647225261779,117.01097929985788,-0.0014827601670548264,0.0005970795656791744,-0.0016660111582703552
2026-03-23,49.27,117.27,2.3801501928151003,2.3831651971309507,2.3747721533848223,2.3804421359002204,117.41854926264195,116.9871134071649,117.32930203304417,-0.0012659269738303255,0.0024151815603760426,-0.0005055601938569959,0.0,0.0,49.27,117.27,2.3801501928151003,2.383649936562074,2.3794615833270676,2.3827868508713435,117.44243237441339,117.21816162041932,117.44482613967136,-0.0014693078137407486,0.00044214070396508956,-0.0014896900624264014
2026-03-24,49.28,117.32,2.380681818181818,2.3831651971309507,2.375125592893775,2.379478188362862,117.44238091461325,117.02877171880405,117.30818845716286,-0.0010425940069457849,0.0024854274163946893,0.00010068306732267915,0.0,0.0,49.28,117.32,2.380681818181818,2.383649936562074,2.379815022836021,2.3818229033339846,117.466268873779,117.2598668263579,117.4237360109398,-0.0012459748468562483,0.000512688286278074,-0.0008838235213885041
2026-03-25,49.34,117.41,2.379610863396838,2.3831651971309507,2.375274431046513,2.3787652671023976,117.5853708264411,117.18869675337888,117.40345381382362,-0.0014925473500218753,0.0018866542340359796,5.575648304423479e-05,0.0,0.0,49.34,117.41,2.379610863396838,2.383649936562074,2.3799638609887586,2.3811099820735198,117.60928786997273,117.42007322672927,117.51914205049881,-0.001695928189932395,-8.579162453124659e-05,-0.0009291487416011894
2026-03-26,49.05,116.71,2.3794087665647297,2.3831651971309507,2.375451637827909,2.378059514954443,116.89425291927313,116.50721084283144,116.6784363513726,-0.0015774794780415004,0.0017390586873416466,0.00027048168549632966,0.0,0.0,49.05,116.71,2.3794087665647297,2.383649936562074,2.380141067770155,2.3804042299255657,116.91802938836972,116.7372273814986,116.79344462070614,-0.0017808603179518233,-0.00023326369670318236,-0.0007147185720861747
2026-03-27,47.81,113.98,2.3840200794812803,2.3831651971309507,2.3764226782980256,2.3780596633967166,113.93912807483076,113.57034280455234,113.69502540997192,0.0003586528779097632,0.003600589065022955,0.002503346498693169,0.0,0.0,47.81,113.98,2.3840200794812803,2.383649936562074,2.381112108240271,2.3804043783678392,113.96230346703275,113.79454445009111,113.8071262327413,0.0001552720379994885,0.0016284136696499093,0.001517854000863294
2026-03-30,48.36,115.05,2.379032258064516,2.3831651971309507,2.376901969013199,2.377576578444192,115.24986893325277,114.92380072249252,115.00296532186522,-0.0017357281561487586,0.0010975101492306932,0.0004089030430389781,0.0,0.0,48.36,115.05,2.379032258064516,2.383649936562074,2.381591398955444,2.3799212934153147,115.27331093214188,115.1505815544995,115.1163557378687,-0.0019391089960590529,-0.0008738601807250005,-0.0005765893933050237
2026-03-31,49.37,117.66,2.383228681385457,2.3831651971309507,2.378461318184836,2.377581597750723,117.65686578235503,117.34765021018164,117.38095567778976,2.6638274606783152e-05,0.002658211113239941,0.0023744325962958136,0.0,0.0,49.37,117.66,2.383228681385457,2.383649936562074,2.3819881169729245,2.3799263127218455,117.68079736806958,117.57916736643027,117.49671425591409,-0.00017674256530362384,0.0006872379090274357,0.0013887400225446578
2026-04-01,49.44,118.06,2.3879449838187705,2.3831651971309507,2.3796817916535007,2.37778467218438,117.8236873461542,117.59112757105828,117.54763419279573,0.0020036377721763133,0.003979383018530475,0.004349320994152337,0.0,0.0,49.44,118.06,2.3879449838187705,2.383649936562074,2.382031951683166,2.3801293871555025,117.84765286362892,117.76549250314137,117.66355690096803,0.0018002569322660546,0.0024976744187972864,0.003363630500269171
2026-04-02,49.53,118.4,2.390470421966485,2.3831651971309507,2.38129262237842,2.3782373363629308,118.03817221389599,117.86563914059789,117.77167481329234,0.003060656958827364,0.0045233980910733525,0.005320931645580915,0.0,0.0,49.53,118.4,2.390470421966485,2.383649936562074,2.3824666240084125,2.380582051334053,118.06218135791951,117.98204256686722,117.88780854581204,0.0028572761189170188,0.0035362912017593614,0.004335325293011994
2026-04-06,49.88,119.14,2.3885324779470727,2.3831651971309507,2.3833080543622067,2.378858344282432,118.87228003289182,118.7788760042356,118.626478337783,0.00224963249777402,0.003035692494478371,0.004319553069637219,0.0,0.0,49.88,119.14,2.3885324779470727,2.383649936562074,2.3833080543622067,2.3812030592535542,118.89645883571625,118.83743520553962,118.74343272054257,0.002046251657863663,0.002542803751349609,0.0033341342210378884
2026-04-07,49.88,119.27,2.3911387329591016,2.3831651971309507,2.384406908376607,2.3795895308807147,118.87228003289182,118.87940575158687,118.65745421280772,0.003340190887810167,0.0032802483584971195,0.00514902445839431,0.0,0.0,49.88,119.27,2.3911387329591016,2.383649936562074,2.384406908376607,2.3819342458518373,118.89645883571625,118.87940575158687,118.7744085955673,0.0031368100478998888,0.0032802483584971195,0.00416386272959073
2026-04-08,51.2,122.4,2.390625,2.3831651971309507,2.3854012265584252,2.3802634097261004,122.01805809310468,122.0816337088823,121.83498398109259,0.0031253191418318896,0.002604420350474988,0.004626831239860431,0.0,0.0,51.2,122.4,2.390625,2.383649936562074,2.385401226558425,2.382608124697223,122.04287675197818,122.0816337088823,121.95503338761408,0.002921938301921522,0.002604420350474988,0.003641972076875196
2026-04-09,51.33,122.82,2.3927527761542957,2.3831651971309507,2.3867154178341705,2.380994924440342,122.3278695687317,122.44264495924396,122.17892082124072,0.0040149734381095935,0.003077152972717719,0.005233334414329768,0.0,0.0,51.33,122.82,2.3927527761542957,2.383649936562074,2.3867154178341705,2.3833396394114645,122.35275124373125,122.44264495924394,122.29927504070845,0.0038115925981992067,0.0030771529727179406,0.0042487539386270624
2026-04-10,50.77,121.51,2.3933425251132556,2.3831651971309507,2.3881087936890237,2.381780215758466,120.99329705833837,121.17354176344084,120.88311231383616,0.004261416070285828,0.0027728163985590894,0.005172499151186304,0.0,0.0,50.77,121.51,2.3933425251132556,2.383649936562074,2.3881087936890233,2.384124930729589,121.01790727925649,121.17354176344084,121.00215349292006,0.0040580352303752655,0.0027728163985590894,0.004188221020003086
2026-04-13,51.66,123.52,2.391018195896245,2.3831651971309507,2.38880860533052,2.3826156418142728,123.1143140837849,123.36970028197496,123.04276594608235,0.0032897797178399707,0.0012175456199317587,0.0038711007158688687,0.0,0.0,51.66,123.52,2.391018195896245,2.383649936562074,2.38880860533052,2.3849603567853954,123.13935572279672,123.36970028197493,123.16389392149055,0.003086398877929634,0.0012175456199319805,0.0028871469491753847
2026-04-14,51.78,123.84,2.391657010428737,2.3831651971309507,2.390071080566942,2.3834865247900705,123.40029390744063,123.69250958401433,123.37183793314304,0.0035569166270937357,0.0011916853563029505,0.003787542137449903,0.0,0.0,51.78,123.84,2.391657010428737,2.383649936562074,2.390071080566942,2.385831239761193,123.42539371518419,123.69250958401433,123.49324727434778,0.003353535787183301,0.0011916853563029505,0.0028039332087820452
2026-04-15,52.17,124.64,2.3891125167720912,2.3831651971309507,2.3906594641056054,2.3845603911452207,124.3297283343217,124.69000827317736,124.34649199829798,0.0024924461972049995,-0.00040114123602122756,0.0023576229802586292,0.0,0.0,52.17,124.64,2.3891125167720912,2.383649936562074,2.3906594641056054,2.386323790539265,124.35501719044339,124.69000827317736,124.46881577834145,0.0022890653572946746,-0.00040114123602122756,0.0013743732679192583
2026-04-16,52.03,124.28,2.388621948875649,2.3831651971309507,2.390727160611293,2.385204476132397,123.99608520672336,124.38601191741465,124.06867715128584,0.0022870903317027485,-0.0008526450641147198,0.0017018242427624436,0.0,0.0,52.03,124.28,2.388621948875649,2.383649936562074,2.3907271606112936,2.38637955614723,124.0213061993247,124.38601191741465,124.16042682175797,0.0020837094917924336,-0.0008526450641147198,0.0009625904206055764
