date,XLK,IYW,IYW/XLK,IYW/XLK avg,IYW/XLK 10 dma,IYW/XLK 20 dma,XLK avg,XLK 10 dma,XLK 20 dma,avg diff,10 dma diff,20 dma diff,XLK div,IYW div,XLK*,IYW*,IYW*/XLK*,IYW*/XLK* avg,IYW*/XLK* 10 dma,IYW*/XLK* 20 dma,XLK* avg,XLK* 10 dma,XLK* 20 dma,avg diff*,10 dma diff*,20 dma diff*
2026-01-27,148.05,203.7,1.3758865248226948,1.357129959145118,1.3749213620187932,,200.92309045143475,203.60285871984377,,0.01372612296694683,0.00047699779129168235,,0.0,0.0,148.05,203.7,1.3758865248226948,1.3571528448290298,1.3749213620187932,,200.92647867693788,203.60285871984377,,0.013709259813351573,0.00047699779129168235,
2026-01-28,149.23,204.72,1.3718421228975408,1.357129959145118,1.3742710576509831,,202.52450380322594,205.1795148540645,,0.010782306189944054,-0.002242086315835984,,0.0,0.0,149.23,204.72,1.3718421228975408,1.3571528448290298,1.3742710576509831,,202.5279190338361,205.1795148540645,,0.010765443036348651,-0.002242086315835984,
2026-01-29,146.87,201.89,1.3746170082385782,1.357129959145118,1.374027160686313,,199.3216770996435,201.8391902371999,,0.012803007138148458,0.0002517022018571261,,0.0,0.0,146.87,201.89,1.3746170082385782,1.3571528448290298,1.374027160686313,,199.3250383200396,201.8391902371999,,0.012786143984553144,0.0002517022018571261,
2026-01-30,143.88,198.37,1.3787183764247986,1.357129959145118,1.3744729018074122,1.377623197278354,195.26385852179956,197.6950278795467,,0.015782209194381287,0.003408393704965085,,0.0,0.0,143.88,198.37,1.3787183764247986,1.3571528448290298,1.3744729018074122,1.377623197278354,195.26715131400078,197.6950278795467,,0.015765346040786093,0.003408393704965085,
2026-02-02,145.26,199.62,1.3742255266418837,1.357129959145118,1.3746272220859397,1.3770725193484938,197.13669786541982,199.6559337165447,200.11354563665367,0.012518173362205683,-0.00017999440290436352,-0.0024693743761895147,0.0,0.0,145.26,199.62,1.3742255266418837,1.3571528448290298,1.3746272220859397,1.3770725193484938,197.14002223986486,199.6559337165447,200.11354563665367,0.012501310208610035,-0.00017999440290436352,-0.0024693743761895147
2026-02-03,142.08,194.92,1.371903153153153,1.357129959145118,1.3745431437182316,1.3763826541877309,192.82102459533837,195.30703571397032,195.65446354903403,0.010826793013232685,-0.0019836444195757514,-0.003760944369433047,0.0,0.0,142.08,194.92,1.371903153153153,1.3571528448290298,1.3745431437182316,1.3763826541877309,192.82427619330858,195.30703571397032,195.65446354903403,0.010809929859637236,-0.0019836444195757514,-0.003760944369433047
2026-02-04,138.12,190.39,1.3784390385172312,1.357129959145118,1.375282534670991,1.3763206306618365,187.4467899571237,189.85189901036216,190.1059721964094,0.015579581729580705,0.002830310653561358,0.001492934890773052,0.0,0.0,138.12,190.39,1.3784390385172312,1.3571528448290298,1.375282534670991,1.3763206306618365,187.4499509277856,189.85189901036216,190.1059721964094,0.01556271857598532,0.002830310653561358,0.001492934890773052
2026-02-05,135.63,186.75,1.3769077637690776,1.357129959145118,1.3756665744382908,1.3760163566650725,184.06753635885235,186.5295701774265,186.67036713666488,0.01446808832009041,0.001181044267122475,0.000426505201914263,0.0,0.0,135.63,186.75,1.3769077637690776,1.3571528448290298,1.3756665744382908,1.3760163566650725,184.0706403441613,186.5295701774265,186.67036713666488,0.014451225166495184,0.001181044267122475,0.000426505201914263
2026-02-06,141.13,193.49,1.3710054559625877,1.357129959145118,1.3751146284775848,1.375313994965143,191.5317511341505,194.14782365047597,194.19718841614167,0.010172234403708902,-0.0033940149377340357,-0.0036482464298234637,0.0,0.0,141.13,193.49,1.3710054559625877,1.3571528448290298,1.3751146284775848,1.375313994965143,191.53498099072095,194.14782365047597,194.19718841614167,0.010155371250113695,-0.0033940149377340357,-0.0036482464298234637
2026-02-09,143.35,196.32,1.3695151726543424,1.357129959145118,1.3743060143081887,1.374768200399092,194.54457964345266,197.12268199226176,197.15126117825324,0.009084642915009695,-0.004080305176062685,-0.0042252763897913685,0.0,0.0,143.35,196.32,1.3695151726543424,1.3571528448290298,1.3743060143081887,1.374768200399092,194.5478603062414,197.12268199226176,197.15126117825324,0.009067779761414341,-0.004080305176062685,-0.0042252763897913685
2026-02-10,142.55,195.31,1.370115748860049,1.357129959145118,1.3737289367119243,1.3743251493653588,193.45887567613659,195.90732233963232,195.9732069668906,0.00952307877190601,-0.003053662349212801,-0.003389910889019686,0.0,0.0,142.55,195.31,1.370115748860049,1.3571528448290298,1.3737289367119243,1.3743251493653588,193.4621380303782,195.90732233963232,195.9732069668906,0.009506215618310818,-0.003053662349212801,-0.003389910889019686
2026-02-11,142.97,195.5,1.3674197384066586,1.357129959145118,1.373286698262836,1.3737788779569098,194.02887025897752,196.4020260817038,196.48726660476535,0.0075534156661349085,-0.0046033325400226975,-0.005037248790659827,0.0,0.0,142.97,195.5,1.3674197384066586,1.3571528448290298,1.373286698262836,1.3737788779569098,194.03214222520637,196.4020260817038,196.48726660476535,0.0075365525125395535,-0.0046033325400226975,-0.005037248790659827
2026-02-12,139.21,190.79,1.3705193592414338,1.357129959145118,1.3728769333631217,1.3734520470247173,188.9260616125919,191.1752412651694,191.24375760038143,0.009817616620530661,-0.002017154202405578,-0.0023754854367240077,0.0,0.0,139.21,190.79,1.3705193592414338,1.3571528448290298,1.3728769333631217,1.3734520470247173,188.92924752864926,191.1752412651694,191.24375760038143,0.00980075346693518,-0.002017154202405578,-0.0023754854367240077
2026-02-13,139.56,190.54,1.3652909143020922,1.357129959145118,1.371534187150851,1.3730035444791318,189.40105709829268,191.59870482015725,191.67896768276955,0.005995384241847122,-0.0055409594239914815,-0.00595978300565964,0.0,0.0,139.56,190.54,1.3652909143020922,1.3571528448290298,1.371534187150851,1.3730035444791318,189.4042510243394,191.59870482015725,191.67896768276955,0.005978521088251728,-0.0055409594239914815,-0.00595978300565964
2026-02-17,139.48,190.48,1.365643819902495,1.357129959145118,1.370676016476912,1.3726516192814258,189.29248670156105,191.3015884238007,191.5065343839493,0.006253834652944131,-0.004303977546251975,-0.005374727969343212,0.0,0.0,139.48,190.48,1.365643819902495,1.3571528448290298,1.370676016476912,1.3726516192814258,189.29567879675307,191.3015884238007,191.5065343839493,0.006236971499348696,-0.004303977546251975,-0.005374727969343212
2026-02-18,140.91,192.48,1.3659782840110708,1.357129959145118,1.3700835295627039,1.3723133366404678,191.23318254313858,193.14195748176166,193.4203396729457,0.0064987178011424165,-0.003433197301748422,-0.004873494202699917,0.0,0.0,140.91,192.48,1.3659782840110708,1.3571528448290298,1.3700835295627039,1.3723133366404678,191.23640736485856,193.14195748176166,193.4203396729457,0.006481854647547201,-0.003433197301748422,-0.004873494202699917
2026-02-19,140.21,191.64,1.366806932458455,1.357129959145118,1.368920318956826,1.3721014268139087,190.283191571737,192.09941167998673,192.41205293036,0.007105167563668341,-0.0023943951832535847,-0.00402056942274948,0.0,0.0,140.21,191.64,1.366806932458455,1.3571528448290298,1.368920318956826,1.3721014268139087,190.28640037347827,192.09941167998673,192.41205293036,0.007088304410072887,-0.0023943951832535847,-0.00402056942274948
2026-02-20,140.88,192.93,1.3694633730834753,1.357129959145118,1.368175879888266,1.3719212271632784,191.19246864436423,192.85349453463763,193.30164900954344,0.009046818908718028,0.00039662384445750737,-0.0019244881935566354,0.0,0.0,140.88,192.93,1.3694633730834753,1.3571528448290298,1.368175879888266,1.3719212271632784,191.1956927795137,192.85349453463763,193.30164900954344,0.009029955755122736,0.00039662384445750737,-0.0019244881935566354
2026-02-23,138.52,189.8,1.3701992492058908,1.357129959145118,1.3680952592125963,1.3716049438450906,187.98964194078175,189.5197228821226,190.03852838665733,0.009584020923393543,0.001477788535512787,-0.001255946409781256,0.0,0.0,138.52,189.8,1.3701992492058908,1.3571528448290298,1.3680952592125963,1.3716049438450906,187.9928120657172,189.5197228821226,190.03852838665733,0.009567157769798301,0.001477788535512787,-0.001255946409781256
2026-02-24,140.32,192.22,1.3698688711516533,1.357129959145118,1.3681306290623274,1.371218321685258,190.43247586724294,191.9711267727115,192.4636057203431,0.00934287505305267,0.0012955700678995174,-0.0012665252653575234,0.0,0.0,140.32,192.22,1.3698688711516533,1.3571528448290298,1.3681306290623274,1.371218321685258,190.43568718640944,191.9711267727115,192.4636057203431,0.009326011899457294,0.0012955700678995174,-0.0012665252653575234
2026-02-25,143.01,195.98,1.3703936787637228,1.357129959145118,1.3681584220526948,1.3709436793823095,194.0831554573433,195.65636126220343,196.09793218420873,0.009725909604615609,0.0016527516006129637,-0.0006015752384140952,0.0,0.0,143.01,195.98,1.3703936787637228,1.3571528448290298,1.3681584220526948,1.3709436793823095,194.08642833899953,195.65636126220343,196.09793218420873,0.009709046451020359,0.0016527516006129637,-0.0006015752384140952
2026-02-26,141.01,193.2,1.370115594638678,1.357129959145118,1.3684280076758966,1.3708573529693664,191.36889553905309,192.9240190936505,193.31676822969945,0.009522966211066066,0.001429493839795172,-0.0006042078525422456,0.0,0.0,141.01,193.2,1.370115594638678,1.3571528448290298,1.3684280076758966,1.3708573529693664,191.37212264934146,192.9240190936505,193.31676822969945,0.009506103057470842,0.001429493839795172,-0.0006042078525422456
2026-02-27,138.76,189.58,1.3662438743153649,1.357129959145118,1.3680004591832897,1.3704386962732056,188.31535313097658,189.8830703451074,190.22016629802926,0.006693131205133914,-0.001597364451164841,-0.003371072269468762,0.0,0.0,138.76,189.58,1.3662438743153649,1.3571528448290298,1.3680004591832897,1.3704386962732056,188.31852874847615,189.8830703451074,190.22016629802926,0.006676268051538588,-0.001597364451164841,-0.003371072269468762
2026-03-02,139.54,191.17,1.3700014332807797,1.357129959145118,1.3684715110811585,1.3700028491160048,189.37391449910976,190.89078407443623,191.2310156779631,0.009439640311623726,0.0014616311692346566,-0.00031911880972764406,0.0,0.0,139.54,191.17,1.3700014332807797,1.3571528448290298,1.3684715110811585,1.3700028491160048,189.3771079674428,190.89078407443623,191.2310156779631,0.009422777158028217,0.0014616311692346566,-0.00031911880972764406
2026-03-03,137.5,188.91,1.373890909090909,1.357129959145118,1.36929622,1.369986118238456,186.60536938245372,188.1648327736593,188.37539175345066,0.012274648343922378,0.003952362404518525,0.0028339745775450053,0.0,0.0,137.5,188.91,1.373890909090909,1.3571528448290298,1.36929622,1.369986118238456,186.6085161639916,188.1648327736593,188.37539175345066,0.01225778519032683,0.003952362404518525,0.0028339745775450053
2026-03-04,139.84,191.44,1.3689931350114417,1.357129959145118,1.3695977051000372,1.3698406173313704,189.7810534868533,191.4823834048,191.5788587744657,0.008703385974679827,-0.00022136812476843115,-0.0007250754231452793,0.0,0.0,139.84,191.44,1.3689931350114417,1.3571528448290298,1.3695977051000372,1.3698406173313704,189.78425382089154,191.4823834048,191.5788587744657,0.008686522821084336,-0.00022136812476843115,-0.0007250754231452793
2026-03-05,140.18,191.71,1.367598801540876,1.357129959145118,1.3696768920082794,1.3692986054825527,190.24247767296265,191.99020630092323,192.0242577375115,0.007684356741566591,-0.0014605483454697213,-0.0016378928981691692,0.0,0.0,140.18,191.71,1.367598801540876,1.3571528448290298,1.3696768920082794,1.3692986054825527,190.24568578813341,191.99020630092323,192.0242577375115,0.007667493587971076,-0.0014605483454697213,-0.0016378928981691692
2026-03-06,137.29,188.34,1.3718406293247871,1.357129959145118,1.3699146176324102,1.3690452487603382,186.32037209103325,188.04294050381665,187.99100554669965,0.010781217454190875,0.0015784963976657185,0.001854721233177072,0.0,0.0,137.29,188.34,1.3718406293247871,1.3571528448290298,1.3699146176324102,1.3690452487603382,186.32351406657747,188.04294050381665,187.99100554669965,0.010764354300595576,0.0015784963976657185,0.001854721233177072
2026-03-09,139.76,191.75,1.371994848311391,1.357129959145118,1.3700941775429603,1.3690947183777782,189.6724830901217,191.45926696030563,191.33776396674486,0.010893628703351747,0.0015173594197342374,0.002152176243401527,0.0,0.0,139.76,191.75,1.371994848311391,1.3571528448290298,1.3700941775429603,1.3690947183777782,189.6756815933052,191.45926696030563,191.33776396674486,0.010876765549756303,0.0015173594197342374,0.002152176243401527
2026-03-10,139.76,191.75,1.371994848311391,1.357129959145118,1.3703067752589342,1.3692187021606306,189.6724830901217,191.4843622534041,191.34467784047825,0.010893628703351747,0.001386294212116668,0.0021160425044116746,0.0,0.0,139.76,191.75,1.371994848311391,1.3571528448290298,1.3703067752589342,1.3692187021606306,189.6756815933052,191.4843622534041,191.34467784047825,0.010876765549756303,0.001386294212116668,0.0021160425044116746
2026-03-11,140.43,192.67,1.3720002848394217,1.357129959145118,1.370467435866504,1.3693129289595993,190.58176016274894,192.43218044961213,192.27938234441737,0.01089759119436706,0.001235098593014328,0.0020294501436648547,0.0,0.0,140.43,192.67,1.3720002848394217,1.3571528448290298,1.370467435866504,1.3693129289595993,190.58497399934066,192.43218044961213,192.27938234441737,0.010880728040771647,0.001235098593014328,0.0020294501436648547
2026-03-12,137.84,189.04,1.3714451538015089,1.357129959145118,1.3706003917827871,1.3695141997293419,187.06679356856307,188.90523135983892,188.74609412779117,0.010492894940765368,0.0007131649492608806,0.0015559383263247153,0.0,0.0,137.84,189.04,1.3714451538015089,1.3571528448290298,1.3706003917827871,1.3695141997293419,187.06994813123347,188.90523135983892,188.74609412779117,0.010476031787169967,0.0007131649492608806,0.0015559383263247153
2026-03-13,136.8,187.24,1.3687134502923977,1.357129959145118,1.3708473493804905,1.36942390428189,185.65537841105217,187.4981335958853,187.349542522974,0.008499065525206972,-0.0013776747737743074,-0.0005848669739084473,0.0,0.0,136.8,187.24,1.3687134502923977,1.3571528448290298,1.3708473493804905,1.36942390428189,185.65850917261128,187.4981335958853,187.349542522974,0.008482202371611645,-0.0013776747737743074,-0.0005848669739084473
2026-03-16,138.78,189.87,1.3681366191093818,1.357129959145118,1.3706608679633505,1.3695661895222546,188.34249573015947,190.24619514702448,190.0486494362407,0.008077536265708113,-0.001979369859280519,-0.0009404615944665278,0.0,0.0,138.78,189.87,1.3681366191093818,1.3571528448290298,1.3706608679633505,1.3695661895222546,188.34567180537275,190.24619514702448,190.0486494362407,0.008060673112112738,-0.001979369859280519,-0.0009404615944665278
2026-03-17,139.54,190.81,1.3674215278773112,1.357129959145118,1.3700139298419907,1.3696550749209955,189.37391449910976,191.26201751560592,191.1092660859354,0.007554724312947221,-0.0023661388731599305,-0.001567169680925979,0.0,0.0698,139.54,190.8798,1.3679217428694281,1.3571528448290298,1.3700639513412025,1.3696800856706013,189.3771079674428,191.26201751560592,191.1092660859354,0.007903603187449175,-0.0020003968450624412,-0.0012014276528285526
2026-03-18,137.96,188.65,1.3674253406784576,1.357129959145118,1.3698571504086923,1.3697274277543647,187.2296491636605,189.00712176100103,188.95761413610055,0.00755751262346656,-0.0018912492145391484,-0.0016292796682739429,0.0,0.0698,137.96,188.7198,1.3679312844302696,1.3571528448290298,1.3699577662830853,1.3697777356915612,187.23280647261296,189.0140227270323,188.96106461911617,0.007910578387320082,-0.0015578313025334232,-0.001277611203190385
2026-03-19,138.43,188.68,1.3629993498519106,1.357129959145118,1.3693972052397958,1.3695370486240375,187.8675002444587,189.62932533107528,189.61136782403673,0.004315529998204384,-0.005018788912468155,-0.004924086485349543,0.0,0.0698,138.43,188.7498,1.3635035758144909,1.3571528448290298,1.369548243710447,1.369612567859363,187.8706683096826,189.6432535865675,189.61833195178284,0.004668536954471961,-0.004722366007980744,-0.004590944130464909
2026-03-20,135.29,184.48,1.36358932663168,1.357129959145118,1.3685720749704853,1.3692433463014477,183.606112172743,185.26574789689195,185.28466730834603,0.004748288187267306,-0.004250212932501447,-0.004352328114102552,0.0,0.0698,135.29,184.54979999999998,1.3641052553773374,1.3571528448290298,1.3687747063157019,1.3693446619740561,183.6092083769194,185.28618189158635,185.2948843056932,0.00510971427119357,-0.003982213201375332,-0.004029179519421346
2026-03-23,136.95,186.91,1.3648046732384083,1.357129959145118,1.3678530574631869,1.3689736175030736,185.8589479049239,187.42594566720794,187.51787627598324,0.0056391761507866,-0.0027565933749835294,-0.0032469634263742045,0.0,0.0,136.95,186.91,1.3648046732384083,1.3571528448290298,1.3680556888084034,1.369074933175682,185.86208209933562,187.45369602993534,187.53175145734699,0.005622312997191079,-0.0029046428270820776,-0.0033209546016431247
2026-03-24,136.15,184.88,1.3579140653690782,1.357129959145118,1.3664449791689557,1.368375877213945,184.77324393760782,186.2331937736129,186.38575802304348,0.0005776011281437743,-0.0072926524495933905,-0.008111527910544708,0.0,0.0,136.15,184.88,1.3579140653690782,1.3571528448290298,1.3666476105141723,1.3684771928865531,184.7763598234724,186.26078203126414,186.3995521518691,0.0005607379745484504,-0.007440779718723442,-0.00818553366375128
2026-03-25,136.76,185.94,1.3596080725358293,1.357129959145118,1.3652057579385963,1.3678365969025503,185.60109321268632,186.87501535114637,187.1390849677791,0.001824330538398645,-0.005015985263838261,-0.006428069248301474,0.0,0.0,136.76,185.94,1.3596080725358293,1.3571528448290298,1.365408389283813,1.3679379125751585,185.6042230588181,186.90272721391818,187.152940899165,0.001807467384803236,-0.005164265162113776,-0.006502107327847234
2026-03-26,132.5,180.01,1.358566037735849,1.357129959145118,1.3639178463320305,1.3672591190574086,179.81971958672813,180.88976292686402,181.23834908958793,0.0010576137581236329,-0.004875396217247432,-0.006800605881034292,0.0,0.0,132.5,180.01,1.358566037735849,1.3571528448290298,1.364120477677247,1.367360434730017,179.82275193984646,180.9166115801052,181.2517734162085,0.0010407506045280554,-0.005023810701801813,-0.0068746731495926
2026-03-27,129.92,176.09,1.355372536945813,1.357129959145118,1.3625837549973718,1.3667155521889311,176.31832429213372,177.2002065954574,177.6343047479385,-0.0012957941588938684,-0.006284976086199944,-0.008731741297419729,0.0,0.0,129.92,176.09,1.355372536945813,1.3571528448290298,1.3627863863425884,1.3668168678615396,176.32129760018753,177.22653245982792,177.64746768012378,-0.0013126573124892218,-0.0064335307042241285,-0.008805839847994624
2026-03-30,127.5,173.53,1.3610196078431374,1.357129959145118,1.3618720538707474,1.3662664609170492,173.03406979100254,173.7294287621649,174.25623290408873,0.0028619847857188287,-0.001148586719735708,-0.00417632379283334,0.0,0.0,127.5,173.53,1.3610196078431374,1.3571528448290298,1.3620746852159642,1.3663677765896574,173.0369877157013,173.75526425868003,174.2691506523463,0.002845121632123533,-0.0012972867752008767,-0.004250451812615798
2026-03-31,132.9,181.42,1.365086531226486,1.357129959145118,1.361638554205665,1.3658262420238279,180.3625715703862,180.99279595942232,181.57681265587584,0.005845673749385524,0.0023575560422247027,-0.0008639892151299089,0.0,0.0,132.9,181.42,1.365086531226486,1.3571528448290298,1.3617911640516698,1.3659275576964363,180.36561307777805,181.01972566520166,181.59027750876547,0.005828810595790267,0.0022087782833329806,-0.0009381415998611425
2026-04-01,134.91,184.42,1.3669853976725224,1.357129959145118,1.3615945599050714,1.365725855156882,183.09040278826788,183.69865734788627,184.2636183114346,0.00723572994205654,0.003919081855731322,0.0008483246348726743,0.0,0.0,134.91,184.42,1.3669853976725224,1.3571528448290298,1.3616965753758952,1.3658271708294902,183.0934902958844,183.71924594221076,184.2772868088262,0.007218866788461304,0.0038070100477889794,0.0007741483510030946
2026-04-02,135.99,185.38,1.363188469740422,1.357129959145118,1.3616134718939226,1.3655053385668592,184.5561031441446,185.16324420149067,185.7250590427844,0.004454273108606315,0.001169935367193793,-0.0018596304944774628,0.0,0.0,135.99,185.38,1.363188469740422,1.3571528448290298,1.3616650647684883,1.3656066542394676,184.55921536829976,185.17711728536798,185.73883696110238,0.004437409955010844,0.0010950146438456034,-0.001933812230428184
2026-04-06,136.78,186.55,1.3638689866939613,1.357129959145118,1.361641437900151,1.3651067564353179,185.62823581186925,186.24149068565072,186.773820209175,0.00495335827900405,0.0016551310450296187,-0.0011990675326652024,0.0,0.0,136.78,186.55,1.3638689866939613,1.3571528448290298,1.3616414379001507,1.3652080721079263,185.63136611571468,186.24854755903382,186.78767816687437,0.0049364951254088785,0.001617240778663314,-0.001273261247841817
2026-04-07,137.43,187.31,1.3629484100996871,1.357129959145118,1.3614558115862787,1.364654434524733,186.51037028531357,187.13038281061776,187.60662153690575,0.004278156022827581,0.0009593901267331232,-0.0015823336803761092,0.0,0.0,137.43,187.31,1.3629484100996871,1.3571528448290298,1.3614558115862785,1.364755750197341,186.51351546485358,187.13038281061773,187.6205453497923,0.004261292869232222,0.0009593901267331232,-0.001656549057735268
2026-04-08,141.69,193.1,1.3628343566941916,1.357129959145118,1.36194784071879,1.3641964099438728,192.29174391127177,192.90467394365982,193.3578868278094,0.004194471140120566,0.0010120399373203283,-0.0013346182074604077,0.0,0.0,141.69,193.1,1.3628343566941916,1.3571528448290298,1.36194784071879,1.364297725616481,192.29498658382522,192.9046739436598,193.37224224546125,0.004177607986525134,0.0010120399373205501,-0.0014088581829845884
2026-04-09,142.07,193.64,1.3629900753149855,1.357129959145118,1.3622860409967055,1.3637458994676508,192.8074532957469,193.49192973091849,193.811383960726,0.0043087254692951,0.0007649602883692007,-0.0008846734274210033,0.0,0.0,142.07,193.64,1.3629900753149855,1.3571528448290298,1.3622860409967055,1.3638472151402592,192.81070466486025,193.49192973091849,193.82577787833344,0.004291862315699677,0.0007649602883692007,-0.0009589383278540178
2026-04-10,142.62,194.27,1.3621511709437666,1.357129959145118,1.3626445543174972,1.3632812003247639,193.55387477327673,194.28923516695014,194.49744018207636,0.0036930477323189738,-9.900764272179443e-05,-0.0011700579036024378,0.0,0.0,142.62,194.27,1.3621511709437666,1.3571528448290298,1.3626445543174972,1.363382515997372,193.55713872951623,194.28923516695014,194.51188982330376,0.003676184578723591,-9.900764272179443e-05,-0.0012443473363718018
2026-04-13,145.61,197.94,1.3593846576471396,1.357129959145118,1.3630457663876299,1.3628147606925007,197.61169335112066,198.41467355417078,198.5073755792889,0.0016599940275190126,-0.002395197093787592,-0.002862301539136693,0.0,0.0,145.61,197.94,1.3593846576471396,1.3571528448290298,1.3630457663876299,1.3629160763651091,197.61502573555504,198.41467355417078,198.52212815437736,0.0016431308739237697,-0.002395197093787592,-0.0029366162938665977
2026-04-14,147.94,201.83,1.3642692983642017,1.357129959145118,1.3633707354397364,1.362621394655242,200.77380615592875,201.64899067938595,201.61481569684855,0.005246827034093365,0.000897242914445987,0.0010667348553483507,0.0,0.0,147.94,201.83,1.3642692983642017,1.3571528448290298,1.3633707354397364,1.36272271032785,200.77719186400665,201.64899067938595,201.62980433745423,0.005229963880498108,0.000897242914445987,0.0009923946664511505
2026-04-15,150.3,205.23,1.3654690618762473,1.357129959145118,1.3634089885047125,1.3625237713551885,203.97663285951126,204.9146215365924,204.80199561668286,0.0061258589638746,0.00153788936392546,0.0020876641010538475,0.0,0.0,150.3,205.23,1.3654690618762473,1.3571528448290298,1.3634089885047125,1.3626000762781911,203.98007257780318,204.9146215365924,204.81722336227588,0.0061089958102792125,0.00153788936392546,0.0020133133631270693
2026-04-16,152.02,206.56,1.3587685830811735,1.357129959145118,1.3625873070455776,1.3620909334753244,206.31089638924087,207.26543443248642,207.13086372141578,0.0012066902422251504,-0.0034093366772374924,-0.0027598583088228393,0.0,0.0,152.02,206.56,1.3587685830811735,1.3571528448290298,1.3625873070455776,1.3621419412107363,206.3143754709091,207.26543443248642,207.14246359581063,0.0011898270886297935,-0.0034093366772374924,-0.0028158593768760685
