date,AGG,ANGL,BND,BNDX,BWX,CMF,CORP,CWB,EMB,FALN,FENY,FHLC,FIDU,FNCL,FREL,FSTA,FTEC,FUTY,HYG,HYLB,IAGG,ICVT,IDU,IGLB,IGOV,IYE,IYF,IYH,IYJ,IYK,IYR,IYW,JNK,MBB,MUB,PFF,PFFD,SCHQ,SCHZ,SCYB,SPAB,SPBO,SPHY,SPLB,SPMB,SPTL,TFI,USHY,USIG,VCLT,VDC,VDE,VFH,VGLT,VGT,VHT,VIS,VMBS,VNQ,VPU,VTC,VTEB,VTEC,VWOB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV
2023-01-27,100.08,27.94,74.09,48.61,23.31,57.49,96.65,68.32,88.61,25.44,24.86,63.31,52.92,51.21,27.18,44.17,104.16,44.72,76.16,34.87,48.56,73.56,84.65,53.29,40.69,48.2,80.27,55.758,101.53,65.2933,91.9,83.22,93.39,95.97,107.97,33.39,21.4,37.63,23.56,,25.9,29.51,23.12,24.02,22.47,30.97,47.02,35.73,51.03,81.19,188.93,126.38,88.32,65.75,44.0025,245.26,191.07,47.22,90.34,150.47,77.14,50.76,,63.78,45.615,36.25,101.14,68.35,72.86,40.35,34.445,132.86
2023-01-30,99.81,27.85,73.88,48.41,23.14,57.47,96.37,67.83,87.48,25.35,24.29,62.68,52.39,50.89,26.84,44.19,102.06,44.47,75.74,34.71,48.43,73.19,84.34,53.03,40.33,47.14,79.81,55.226,100.54,65.3633,90.8,81.4,92.9,95.56,107.89,33.4,21.52,37.5,23.5,,25.85,29.43,23.02,23.91,22.36,30.85,47.03,35.55,50.87,80.73,189.11,123.53,87.85,65.52,43.1425,242.74,189.02,46.96,89.19,149.64,76.95,50.77,,63.06,44.57,36.07,100.15,67.045,72.95,39.86,34.29,131.66
2023-01-31,100.22,28.07,74.22,48.55,23.23,57.54,97.08,68.21,87.91,25.55,24.54,63.51,53.4,51.67,27.4,44.71,103.68,44.85,76.33,34.97,48.52,73.71,84.99,53.49,40.59,47.65,80.98,55.952,102.26,66.06,92.59,82.69,93.63,95.88,108.12,33.6,21.62,37.82,23.625,,25.96,29.63,23.17,24.13,22.45,31.1,47.12,35.79,51.24,81.53,191.26,124.88,89.21,66.02,43.7975,246.08,192.81,47.09,91.06,150.94,77.49,50.82,,63.44,44.965,36.56,101.85,67.98,73.74,40.59,34.545,133.36
2023-02-01,100.68,28.22,74.52,48.64,23.47,57.63,97.51,68.67,89.26,25.7,24.1,63.88,53.97,51.86,27.6,45.09,106.26,45.0,76.76,35.14,48.63,74.13,85.19,54.11,41.09,46.79,81.17,56.312,103.09,66.3633,93.19,85.02,94.02,96.45,108.39,33.6,21.76,38.11,23.695,,26.04,29.77,23.3,24.38,22.62,31.37,47.11,35.94,51.46,82.38,192.86,122.59,89.49,66.59,44.8725,247.53,194.73,47.41,91.62,151.4,77.9,50.91,,64.18,44.08,36.56,102.59,69.58,74.33,40.89,34.605,133.99
2023-02-02,100.79,28.29,74.57,49.09,23.65,57.63,97.57,69.54,89.55,25.76,23.52,63.68,54.45,52.03,28.19,44.76,109.33,45.14,77.2,35.32,48.97,75.11,85.23,54.15,41.15,45.67,81.34,55.992,104.26,65.61,95.24,88.8,94.63,96.43,108.49,33.81,21.88,38.16,23.72,,26.08,29.83,23.4,24.4,22.59,31.39,47.21,36.15,51.53,82.45,191.53,119.71,89.81,66.69,46.21,246.72,196.68,47.38,93.7,151.85,77.95,51.02,,64.37,43.075,36.66,103.39,71.48,73.69,41.83,34.68,133.08
2023-02-03,99.82,28.05,73.91,48.78,23.08,57.47,96.64,69.09,88.32,25.6,23.46,63.4,54.18,52.07,27.66,44.59,108.17,44.25,76.39,34.98,48.84,74.51,83.69,53.38,40.38,45.53,81.2,55.816,103.53,65.44,93.31,87.41,93.67,95.67,107.88,33.46,21.48,37.59,23.515,,25.86,29.55,23.21,24.04,22.38,30.93,47.06,35.79,51.08,81.24,190.95,119.44,89.81,65.71,45.72,245.65,195.6,46.99,91.94,148.95,77.25,50.8,,63.6,42.98,36.59,102.85,70.885,73.4,40.96,33.955,132.69
2023-02-06,99.27,27.94,73.45,48.58,22.81,57.25,96.06,68.56,87.07,25.47,23.35,62.94,53.98,51.89,27.47,44.56,106.69,44.57,75.9,34.74,48.71,74.31,84.35,52.92,39.9,45.32,81.05,55.462,102.86,65.4867,92.74,86.28,93.12,94.84,107.5,33.17,21.29,37.33,23.35,,25.7,29.32,23.07,23.87,22.2,30.7,46.85,35.59,50.75,80.55,190.68,118.8,89.52,65.22,45.12,243.93,194.94,46.56,91.27,149.95,76.74,50.59,,62.74,42.785,36.58,102.6,70.02,73.49,40.7,34.245,131.95
2023-02-07,99.1,28.07,73.35,48.46,22.91,57.29,95.87,68.8,87.15,25.63,24.06,63.34,54.21,52.48,27.4,44.39,109.28,44.56,76.17,34.88,48.52,74.69,84.25,52.66,39.84,46.66,82.05,55.824,103.59,65.2633,92.58,88.7,93.48,94.76,107.41,33.11,21.3,37.05,23.32,,25.64,29.27,23.13,23.73,22.19,30.48,46.75,35.77,50.62,80.05,190.05,122.48,90.64,64.73,46.2013,245.48,195.87,46.55,91.07,149.86,76.55,50.56,,62.8,44.175,37.0,102.92,71.77,73.18,40.54,34.23,132.8
2023-02-08,99.24,27.98,73.48,48.56,22.89,57.23,95.96,68.87,87.1,25.5,23.87,63.02,53.91,52.17,27.27,44.07,107.97,43.76,75.85,34.74,48.56,74.56,82.92,52.65,39.88,46.2,81.55,55.6,102.64,65.0433,92.19,86.95,93.12,95.02,107.4,33.13,21.35,37.16,23.355,,25.7,29.27,23.09,23.72,22.25,30.6,46.79,35.61,50.67,80.13,188.46,121.52,90.11,65.01,45.6163,244.3,194.61,46.72,90.64,147.23,76.55,50.58,,62.73,43.78,36.78,102.34,70.905,72.62,40.43,33.655,132.41
2023-02-09,98.85,27.77,73.18,48.47,22.85,57.16,95.37,68.46,86.53,25.35,23.64,62.44,53.39,51.48,26.99,43.87,107.43,43.15,75.36,34.51,48.65,74.16,81.93,52.04,40.08,45.83,80.43,55.064,101.93,64.7967,91.12,86.16,92.45,94.67,107.37,32.89,21.22,36.89,23.27,,25.6,29.09,22.97,23.44,22.15,30.35,46.73,35.38,50.36,79.07,187.57,120.37,88.86,64.44,45.4238,242.15,192.67,46.55,89.65,145.21,76.12,50.56,,62.36,43.405,36.37,101.42,70.515,72.3,40.04,33.195,131.25
2023-02-10,98.42,27.63,72.87,48.35,22.77,57.11,94.91,68.23,85.86,25.22,24.58,62.9,53.63,51.69,27.08,44.26,106.74,44.02,74.78,34.23,48.43,73.92,83.44,51.58,39.67,47.6,80.77,55.514,102.22,65.4833,91.41,85.33,91.73,94.25,107.15,32.89,21.08,36.49,23.17,,25.49,28.95,22.79,23.22,22.08,30.05,46.61,35.12,50.09,78.32,189.36,125.12,89.12,63.75,45.135,244.0,193.65,46.31,89.96,148.0,75.72,50.44,,61.85,45.105,36.49,102.14,70.19,72.97,40.12,33.855,132.49
2023-02-13,98.72,27.64,73.07,48.43,22.8,57.15,95.21,68.81,86.1,25.22,24.49,63.42,54.17,52.26,27.31,44.76,108.62,44.26,74.97,34.31,48.47,74.31,83.86,51.91,39.84,47.44,81.72,56.024,103.1,66.0933,92.28,86.86,91.99,94.57,107.35,33.13,21.24,36.77,23.245,,25.55,29.02,22.86,23.38,22.15,30.28,46.6,35.21,50.22,78.82,191.66,124.62,90.19,64.28,45.9025,245.88,195.45,46.53,90.76,148.95,75.85,50.47,,62.02,44.99,36.91,103.07,71.405,73.8,40.49,34.06,133.59
2023-02-14,98.37,27.63,72.82,48.29,22.78,57.08,94.95,68.91,86.15,25.23,24.52,63.17,54.08,52.0,27.09,44.37,109.23,44.02,74.99,34.3,48.34,74.36,83.45,51.82,39.76,47.45,81.25,55.732,102.88,65.4,91.47,87.55,92.0,94.04,107.16,33.17,21.3,36.69,23.16,,25.48,28.94,22.83,23.36,22.03,30.2,46.57,35.26,50.14,78.75,189.98,124.83,89.68,64.1,46.1463,244.68,195.15,46.27,90.04,148.14,75.78,50.37,,62.03,45.005,36.71,102.79,71.71,73.13,40.07,33.915,132.8
2023-02-15,98.18,27.61,72.66,48.2,22.51,56.82,94.67,69.22,85.9,25.16,24.16,62.94,54.53,52.17,27.19,44.59,109.9,44.33,74.87,34.29,48.27,74.87,84.0,51.43,39.31,46.76,81.47,55.498,103.52,65.4467,91.87,88.17,91.86,94.02,106.8,33.23,21.32,36.35,23.11,,25.41,28.88,22.81,23.16,22.01,29.95,46.33,35.17,49.96,78.18,190.64,122.98,89.96,63.58,46.4713,243.98,196.68,46.2,90.4,149.09,75.5,50.15,,61.82,44.24,36.75,103.43,72.045,73.27,40.18,34.135,132.14
2023-02-16,97.77,27.38,72.38,48.1,22.49,56.49,94.25,68.64,85.34,24.99,23.91,62.39,54.03,51.61,26.94,44.22,107.95,44.01,74.27,33.99,48.23,74.3,83.54,50.78,38.94,46.23,80.62,54.966,102.32,65.0933,91.08,86.34,91.08,93.69,106.24,32.96,21.09,35.91,23.025,,25.32,28.66,22.65,22.85,21.92,29.56,45.95,34.92,49.67,77.15,189.24,121.76,89.05,62.78,45.6238,241.66,194.9,46.07,89.52,148.08,75.03,49.85,,61.48,43.805,36.38,102.36,70.795,72.74,39.81,33.875,130.82
2023-02-17,98.0,27.54,72.54,48.2,22.55,56.23,94.4,68.31,85.37,25.11,23.04,62.95,54.3,51.66,26.85,44.76,106.63,44.47,74.56,34.14,48.34,73.59,84.44,51.08,39.29,44.56,80.65,55.444,102.31,65.82,90.66,85.22,91.38,93.85,105.89,32.9,21.02,36.14,23.06,,25.37,28.77,22.71,23.0,21.98,29.77,45.81,35.03,49.84,77.58,191.53,117.29,89.12,63.2,45.065,244.1,195.9,46.15,89.17,149.78,75.28,49.59,,61.45,42.245,36.39,103.03,69.91,73.68,39.61,34.24,131.99
2023-02-21,97.08,27.13,71.91,47.81,22.31,55.99,93.4,67.46,84.08,24.78,22.9,61.9,52.98,50.57,26.29,44.56,104.01,43.65,73.41,33.61,47.96,73.08,82.86,50.17,38.76,44.35,78.99,54.642,100.04,65.5467,88.86,83.09,89.94,92.79,105.2,32.1,20.5,35.51,22.845,,25.15,28.45,22.41,22.55,21.72,29.22,45.53,34.5,49.3,76.1,190.57,116.53,87.23,62.04,43.975,239.97,191.04,45.64,87.38,146.9,74.44,49.39,,60.51,42.035,35.64,100.67,68.25,73.4,38.83,33.6,130.28
2023-02-22,97.34,27.26,72.07,47.88,22.19,55.97,93.63,67.55,84.41,24.88,22.75,61.77,52.9,50.49,26.08,44.49,103.97,43.51,73.89,33.88,48.1,73.26,82.54,50.35,38.66,44.12,78.86,54.5,99.87,65.6267,87.95,83.16,90.6,93.12,105.35,32.48,20.75,35.78,22.905,,25.19,28.52,22.55,22.65,21.79,29.45,45.56,34.71,49.41,76.43,190.27,115.71,87.09,62.5,43.965,239.47,190.99,45.8,86.59,146.36,74.56,49.49,,60.91,41.755,35.6,100.42,68.15,73.29,38.48,33.47,129.84
2023-02-23,97.69,27.43,72.33,48.04,22.33,56.14,94.12,67.68,85.76,25.06,23.11,61.97,53.2,50.58,26.26,44.42,105.58,43.31,74.62,34.18,48.19,73.4,82.13,50.9,38.84,44.78,78.97,54.624,100.33,65.5667,88.49,84.39,91.51,93.38,105.6,32.73,20.99,36.11,23.005,,25.29,28.67,22.71,22.91,21.85,29.72,45.7,35.04,49.68,77.31,190.05,117.57,87.28,63.06,44.6413,240.12,191.94,45.95,87.24,145.65,74.95,49.55,,61.77,42.385,35.63,100.89,69.28,73.2,38.85,33.295,130.19
2023-02-24,97.13,27.31,71.93,47.89,22.07,55.88,93.57,67.15,85.17,24.93,23.16,61.11,52.83,50.56,25.82,44.14,103.72,43.26,74.17,33.98,48.09,72.65,82.04,50.42,38.41,44.76,78.97,53.918,99.63,65.17,86.98,82.85,90.98,92.81,105.22,32.56,20.82,35.62,22.86,,25.16,28.52,22.61,22.69,21.72,29.34,45.45,34.85,49.38,76.57,188.95,117.87,87.26,62.29,43.865,236.94,190.71,45.69,85.71,145.56,74.59,49.46,,61.36,42.33,35.66,100.31,68.045,72.71,38.13,33.305,128.51
2023-02-27,97.32,27.44,72.05,47.78,22.13,56.04,93.66,67.22,85.6,25.01,23.24,61.04,53.27,50.54,25.86,44.09,104.27,42.98,74.67,34.19,48.03,72.89,81.55,50.34,38.49,44.92,78.99,53.804,100.24,65.07,87.16,83.21,91.56,93.05,105.42,32.62,20.92,35.72,22.9,,25.19,28.54,22.74,22.65,21.8,29.42,45.57,35.06,49.4,76.43,188.59,118.32,87.18,62.47,44.0613,236.39,192.2,45.75,85.84,144.65,74.54,49.53,,61.68,42.455,35.65,101.2,68.41,72.63,38.19,33.08,128.12
2023-02-28,97.31,27.38,72.07,47.76,22.11,56.16,93.59,67.05,85.24,24.99,22.92,60.63,53.16,50.64,25.76,43.73,104.12,42.3,74.53,34.15,47.94,72.91,80.31,50.35,38.4,44.27,79.11,53.424,100.12,64.3833,87.07,83.3,91.39,93.01,105.45,32.7,20.91,35.86,22.92,,25.2,28.54,22.7,22.66,21.78,29.53,45.6,34.97,49.44,76.5,187.0,116.6,87.36,62.74,44.015,234.76,191.84,45.77,85.72,142.27,74.64,49.55,,61.44,41.845,35.72,100.97,68.26,72.03,38.21,32.5,127.17
2023-03-01,96.52,27.24,71.48,47.54,22.1,55.81,92.85,67.01,84.3,24.82,23.37,60.61,53.39,50.48,25.45,43.47,103.37,41.59,73.87,33.88,47.81,72.93,79.04,49.81,38.46,45.24,78.88,53.402,100.28,64.0167,85.88,82.71,90.62,92.07,104.99,32.36,20.82,35.36,22.725,,24.99,28.24,22.52,22.39,21.55,29.14,45.4,34.7,49.01,75.65,186.0,118.93,87.02,61.84,43.675,234.8,192.72,45.32,84.64,140.05,74.01,49.32,,60.72,42.67,35.6,101.37,67.76,71.5,37.62,31.965,126.96
2023-03-02,96.32,27.26,71.33,47.52,21.97,55.84,92.84,67.26,83.99,24.83,23.59,60.89,53.97,50.16,25.75,44.01,104.57,42.32,73.96,33.91,47.74,73.22,80.37,49.79,38.16,45.61,78.44,53.712,101.29,64.7733,86.9,83.85,90.67,91.7,105.1,32.23,20.68,35.08,22.665,,24.92,28.27,22.53,22.37,21.47,28.88,45.44,34.73,49.02,75.56,188.35,120.13,86.51,61.35,44.1938,236.1,194.78,45.14,85.63,142.37,73.96,49.32,,60.59,43.045,35.43,102.56,68.595,72.48,38.11,32.57,127.74
2023-03-03,97.08,27.53,71.88,47.67,22.11,55.93,93.69,67.77,85.28,25.03,23.94,61.66,54.58,50.92,26.17,44.1,106.78,43.01,74.72,34.27,47.95,73.73,81.61,50.71,38.47,46.28,79.66,54.4,102.7,64.9433,88.32,85.77,91.6,92.49,105.44,32.5,20.72,35.82,22.85,,25.11,28.52,22.71,22.8,21.64,29.52,45.55,35.1,49.44,77.06,188.62,121.86,87.85,62.67,45.1213,239.12,196.87,45.5,86.93,144.66,74.7,49.43,,61.29,43.63,35.99,103.67,70.07,72.54,38.75,33.125,129.17
2023-03-06,96.84,27.55,71.71,47.65,22.17,55.9,93.45,67.62,84.94,25.04,23.86,61.49,54.29,50.82,26.04,44.11,107.17,43.21,74.72,34.27,47.83,73.45,82.03,50.37,38.43,46.22,79.63,54.254,102.54,65.1367,87.97,86.01,91.67,92.3,105.29,32.54,20.75,35.61,22.785,,25.07,28.48,22.71,22.7,21.6,29.34,45.45,35.09,49.31,76.6,188.7,121.54,87.68,62.27,45.285,238.26,195.92,45.42,86.59,145.42,74.43,49.4,,61.1,43.65,36.02,103.48,70.405,72.73,38.6,33.285,129.11
2023-03-07,96.71,27.35,71.63,47.7,21.92,55.98,93.2,67.41,84.59,24.86,23.45,60.51,53.68,49.59,25.43,43.66,105.81,42.55,74.19,34.05,47.95,73.31,80.83,50.35,38.14,45.48,77.68,53.454,100.97,64.36,85.9,85.01,91.08,92.07,105.37,32.27,20.66,35.8,22.75,,25.03,28.41,22.62,22.65,21.54,29.48,45.52,34.87,49.2,76.51,186.97,119.48,85.6,62.6,44.7275,234.63,193.78,45.27,84.57,143.13,74.36,49.41,,61.04,42.89,35.09,102.15,69.53,72.01,37.63,32.74,127.03
2023-03-08,96.61,27.3,71.57,47.78,21.94,56.03,93.14,67.41,84.19,24.83,23.21,60.17,53.77,49.44,25.73,43.71,106.68,42.87,73.84,33.87,48.09,73.1,81.4,50.31,38.24,45.01,77.43,53.118,101.09,64.3667,86.91,85.82,90.62,92.05,105.3,32.28,20.56,35.85,22.74,,25.01,28.36,22.5,22.63,21.55,29.51,45.56,34.7,49.13,76.39,187.09,118.2,85.25,62.67,45.0813,233.26,194.17,45.25,85.54,144.22,74.15,49.44,,60.74,42.45,34.96,102.39,70.105,72.13,38.16,32.99,126.35
2023-03-09,96.96,27.11,71.81,47.83,22.0,56.25,93.22,66.54,84.21,24.66,22.85,59.51,52.94,47.34,25.14,43.31,104.94,42.49,73.43,33.69,48.09,72.29,80.81,50.11,38.43,44.35,74.17,52.604,99.6,63.6967,84.89,84.24,90.06,92.46,105.6,31.71,20.19,35.97,22.82,,25.08,28.36,22.44,22.53,21.64,29.6,45.56,34.55,49.16,76.06,185.2,116.3,81.68,62.87,44.3713,230.54,190.93,45.55,83.58,142.99,74.23,49.57,,60.71,41.85,33.54,100.88,69.1,71.46,37.29,32.725,125.07
2023-03-10,98.09,27.22,72.67,48.3,22.31,56.59,94.31,65.68,85.0,24.75,22.52,58.86,51.82,46.18,24.3,43.03,102.92,41.81,73.44,33.67,48.45,71.18,79.47,51.2,38.98,43.7,72.43,52.134,97.37,63.4767,82.1,82.67,90.03,93.21,106.15,31.18,19.88,37.09,23.09,,25.39,28.72,22.38,23.03,21.85,30.56,45.81,34.52,49.74,77.81,184.07,114.6,79.66,64.9,43.4938,228.23,187.0,45.89,80.81,140.73,75.13,49.76,,61.23,41.315,32.93,99.0,67.885,71.11,36.1,32.21,124.15
2023-03-13,98.87,27.19,73.25,48.92,22.79,56.68,94.48,65.04,84.86,24.65,22.04,59.5,51.4,44.21,24.62,43.16,103.39,42.38,73.04,33.53,48.82,70.43,80.65,51.19,39.82,42.88,69.69,52.71,96.31,63.7033,83.24,83.25,89.57,94.12,106.47,30.0,19.01,37.31,23.265,,25.57,28.77,22.29,23.03,22.09,30.71,46.03,34.35,49.71,77.79,184.58,112.1,76.29,65.24,43.6963,230.45,185.32,46.31,81.87,142.64,75.13,50.03,,61.02,40.475,31.63,98.44,68.255,71.47,36.68,32.705,125.31
2023-03-14,98.29,27.35,72.79,48.63,22.68,56.56,94.13,65.02,84.63,24.79,22.22,60.12,52.11,45.3,24.86,43.59,105.62,43.0,73.57,33.77,48.44,70.26,81.81,50.9,39.57,43.2,71.16,53.254,97.77,64.13,84.07,85.39,90.27,93.67,106.25,30.73,19.47,36.74,23.145,,25.45,28.64,22.44,22.92,21.92,30.23,45.97,34.65,49.67,77.3,186.54,113.02,78.09,64.25,44.6825,233.05,187.74,46.05,82.66,144.76,75.02,49.9,,61.15,40.875,32.27,99.48,69.83,72.12,37.06,33.135,126.43
2023-03-15,99.27,27.25,73.54,48.98,22.71,56.91,94.86,64.87,84.94,24.71,21.03,60.01,50.84,44.13,24.83,43.84,105.7,43.5,73.33,33.64,48.9,70.16,82.71,51.49,39.56,40.96,69.27,53.136,95.68,64.46,83.92,85.77,89.86,94.62,106.88,30.12,19.17,37.42,23.37,,25.7,28.89,22.31,23.2,22.14,30.83,46.27,34.51,50.04,78.19,187.47,106.98,76.07,65.45,44.6662,232.46,182.97,46.47,82.6,146.45,75.61,50.19,,61.22,38.68,31.41,97.03,69.87,72.59,37.08,33.585,126.32
2023-03-16,98.88,27.35,73.19,48.74,22.66,56.9,94.59,65.47,84.58,24.8,21.26,60.56,51.41,45.01,24.78,43.86,108.47,43.8,73.81,33.89,48.74,71.08,83.3,51.46,39.55,41.37,70.65,53.686,96.75,64.5267,83.94,88.54,90.45,94.19,106.81,30.91,19.81,37.14,23.26,,25.58,28.8,22.52,23.21,22.06,30.56,46.22,34.72,49.88,78.25,187.6,108.1,77.59,64.95,45.8862,234.96,185.19,46.3,82.42,147.45,75.37,50.17,,61.0,39.1,32.01,98.28,71.83,72.64,37.08,33.81,127.5
2023-03-17,99.5,27.22,73.72,49.09,23.03,57.11,95.07,64.99,84.2,24.69,20.67,59.54,50.27,43.18,23.88,43.26,107.96,43.01,73.37,33.65,49.06,70.62,82.38,51.53,40.03,40.63,68.3,52.994,95.26,63.9533,82.06,88.36,89.91,95.09,107.14,30.18,19.2,37.6,23.435,,25.76,28.91,22.34,23.26,22.25,30.97,46.35,34.51,50.1,78.56,186.1,106.22,74.99,65.76,45.7612,231.53,181.58,46.84,80.55,146.0,75.78,50.27,,61.03,38.485,30.98,96.67,71.73,72.11,36.23,33.485,125.86
2023-03-20,99.1,27.14,73.4,49.05,22.99,56.85,94.9,65.14,84.21,24.55,21.11,60.21,50.99,43.74,24.17,43.84,108.33,43.36,73.17,33.6,49.04,70.69,83.08,51.38,40.27,41.49,69.24,53.624,96.44,64.9,82.99,88.49,89.67,94.3,106.83,29.86,18.95,37.31,23.35,,25.66,28.88,22.3,23.15,22.1,30.72,46.3,34.39,50.01,78.11,188.66,108.52,75.95,65.26,45.9012,234.36,184.1,46.4,81.47,147.24,75.61,50.13,,60.85,38.85,31.17,97.55,71.765,72.76,36.36,33.5,126.96
2023-03-21,98.8,27.41,73.2,48.81,22.95,56.79,95.07,65.88,84.81,24.77,21.84,60.67,51.69,45.08,24.06,43.88,109.55,42.55,73.97,33.95,48.79,71.26,81.64,51.68,40.04,42.96,71.22,54.0,97.94,64.8967,82.52,89.62,90.69,94.12,106.48,30.37,19.35,36.99,23.27,,25.57,28.97,22.5,23.29,22.02,30.45,46.16,34.74,50.16,78.56,188.73,112.23,78.26,64.63,46.4188,236.01,186.72,46.26,81.11,144.3,75.83,50.06,,61.3,40.195,31.96,98.68,72.345,72.7,36.15,32.825,127.73
2023-03-22,99.75,27.45,73.85,48.94,23.24,57.0,95.6,65.49,85.55,24.82,21.38,59.67,50.67,43.8,23.18,43.5,108.26,41.68,74.04,33.98,48.98,70.77,80.02,51.93,40.44,41.99,69.32,53.156,96.16,64.3,79.65,88.59,90.79,95.38,107.09,30.26,19.35,37.48,23.495,,25.79,29.13,22.5,23.39,22.33,30.85,46.25,34.76,50.4,78.99,187.01,109.79,76.0,65.5,45.855,232.2,182.94,46.87,78.08,141.42,76.26,50.3,,61.85,39.34,31.22,96.79,71.625,72.03,34.83,32.18,125.8
2023-03-23,99.99,27.31,74.02,49.22,23.23,56.98,95.91,65.52,85.86,24.7,21.07,59.57,50.51,43.29,23.02,43.36,109.81,41.24,73.75,33.85,49.07,71.02,78.75,52.03,40.61,41.09,68.23,52.946,95.9,63.62,78.73,89.93,90.49,95.45,107.14,29.92,19.06,37.53,23.54,,25.89,29.17,22.44,23.44,22.37,30.9,46.44,34.63,50.56,79.04,186.54,108.24,75.21,65.58,46.5025,231.81,182.48,46.92,77.59,139.89,76.3,50.32,,61.97,38.795,31.01,96.51,72.79,71.75,34.62,31.85,125.56
2023-03-24,100.16,27.29,74.17,49.23,23.11,57.09,96.22,65.39,85.39,24.68,21.14,60.34,50.64,43.42,23.6,44.13,109.96,42.52,73.6,33.79,49.08,70.95,80.99,52.26,40.34,41.21,68.38,53.62,96.02,64.73,80.69,90.05,90.24,95.6,107.37,30.05,19.15,37.68,23.565,,25.91,29.28,22.36,23.54,22.38,31.01,46.65,34.58,50.68,79.49,188.97,107.55,74.95,65.85,46.49,233.88,182.52,46.9,78.79,143.14,76.65,50.44,,61.65,38.945,30.99,96.91,72.98,72.97,35.51,32.845,127.3
2023-03-27,99.08,27.19,73.4,48.89,23.03,57.04,95.22,65.57,85.03,24.55,21.6,60.6,51.08,44.12,23.58,44.37,109.23,42.57,73.42,33.76,48.92,71.08,81.02,51.37,40.18,42.03,69.51,53.904,96.83,65.1267,80.58,89.14,90.1,94.42,107.06,30.29,19.35,36.89,23.33,,25.67,28.95,22.34,23.12,22.11,30.37,46.48,34.51,50.16,78.16,190.15,109.97,76.13,64.48,46.1987,235.09,183.97,46.41,78.7,143.27,75.83,50.33,,61.41,39.775,31.42,97.72,72.415,73.36,35.39,32.885,127.82
2023-03-28,98.93,27.21,73.27,48.86,23.12,57.21,95.03,65.54,84.73,24.53,21.93,60.27,51.31,44.13,23.53,44.45,108.77,42.7,73.38,33.72,48.92,71.3,81.33,51.32,40.4,42.65,69.57,53.546,97.1,65.37,80.32,88.64,90.08,94.14,107.18,30.45,19.4,36.91,23.29,,25.62,28.88,22.34,23.08,22.01,30.4,46.51,34.46,50.12,78.02,190.49,111.65,76.17,64.56,46.0,233.72,184.97,46.22,78.51,143.75,75.58,50.43,,61.18,40.39,31.41,98.22,72.075,73.49,35.27,32.975,127.05
2023-03-29,99.05,27.52,73.35,48.84,23.03,57.17,95.27,66.04,85.14,24.79,22.25,60.51,52.01,44.76,24.05,44.7,111.06,43.3,74.3,34.14,48.83,71.6,82.46,51.61,40.23,43.27,70.6,53.67,98.5,65.8067,82.12,90.35,91.14,94.41,107.28,30.7,19.61,36.85,23.31,,25.63,28.98,22.59,23.26,22.07,30.34,46.61,34.92,50.28,78.56,191.57,113.26,77.29,64.39,46.94,234.68,187.41,46.37,80.25,145.77,75.89,50.46,,61.44,40.95,31.87,99.65,73.585,73.9,36.11,33.455,127.4
2023-03-30,99.16,27.68,73.45,48.79,23.09,57.35,95.44,66.37,85.73,24.96,22.3,60.77,52.17,44.57,24.35,44.8,112.12,43.45,74.74,34.36,48.82,71.9,83.03,51.74,40.34,43.41,70.4,53.952,98.75,66.0067,83.15,91.25,91.74,94.46,107.59,30.94,19.72,37.0,23.345,,25.65,29.04,22.69,23.31,22.11,30.48,46.75,35.14,50.31,78.7,192.13,113.56,77.01,64.71,47.4138,235.7,187.94,46.43,81.3,146.36,76.05,50.57,,61.87,41.13,31.8,99.86,74.44,74.11,36.58,33.6,128.09
2023-03-31,99.64,28.02,73.83,48.92,23.12,57.42,96.2,67.07,86.28,25.27,22.44,61.47,52.89,45.1,24.91,45.15,113.95,43.82,75.55,34.75,48.95,72.62,83.71,52.39,40.21,43.75,71.14,54.612,100.16,66.41,84.9,92.81,92.82,94.73,107.74,31.22,19.86,37.46,23.455,,25.79,29.25,22.98,23.62,22.18,30.88,46.82,35.55,50.66,79.72,193.52,114.23,77.89,65.51,48.1838,238.46,190.51,46.55,83.04,147.52,76.63,50.66,,62.31,41.415,32.15,101.18,75.505,74.71,37.38,33.845,129.46
2023-04-03,99.82,27.88,73.96,48.93,23.21,57.31,96.39,66.86,86.24,25.14,23.52,62.03,53.01,45.02,24.71,45.43,113.82,43.49,75.15,34.57,49.09,72.32,83.13,52.5,40.54,45.65,71.19,55.134,100.41,66.8367,84.23,92.77,92.29,94.9,107.61,31.16,19.96,37.56,23.495,,25.83,29.28,22.85,23.67,22.21,30.95,46.78,35.35,50.8,80.0,194.72,119.68,77.75,65.7,48.12,240.78,191.04,46.7,82.38,146.39,76.83,50.58,,62.21,43.29,32.21,101.36,75.385,75.1,37.03,33.615,130.91
2023-04-04,100.19,27.77,74.26,48.95,23.24,57.46,96.54,66.53,86.36,25.13,23.09,62.05,51.68,44.5,24.67,45.22,113.11,43.67,74.93,34.44,49.03,72.0,83.48,52.57,40.66,44.84,70.31,55.17,98.52,66.7,84.17,92.34,91.97,95.47,107.91,30.96,19.88,37.79,23.585,,25.94,29.39,22.77,23.72,22.34,31.13,46.8,35.23,50.89,80.06,193.82,117.34,76.8,66.08,47.815,240.64,186.27,46.93,82.27,147.06,76.87,50.74,,62.26,42.505,31.91,99.09,74.97,74.95,37.04,33.785,130.93
