date,AGG,ANGL,BND,BNDX,BWX,CMF,CORP,CWB,EMB,FALN,HYG,HYLB,IAGG,ICVT,IGLB,IGOV,JNK,MBB,MUB,PFF,PFFD,RSP,SCHH,SCHQ,SCHZ,SCYB,SPAB,SPBO,SPHY,SPLB,SPMB,SPTL,SPY,TFI,TLT,USHY,USIG,USRT,VCLT,VGLT,VMBS,VTC,VTEB,VTEC,VWOB
2024-04-19,95.38,28.21,70.79,48.59,21.59,56.91,93.43,69.6,87.52,26.08,75.98,34.88,49.51,76.13,48.98,38.46,93.0,89.73,106.47,30.9,19.28,159.81,18.66,31.88,22.4,25.48,24.62,28.24,22.94,22.07,21.06,26.41,495.16,45.87,89.15,35.73,49.38,49.71,74.31,56.01,44.32,74.38,49.97,99.23,62.33
2024-04-22,95.44,28.31,70.82,48.65,21.6,56.93,93.6,70.01,87.99,26.16,76.4,35.08,49.59,76.55,49.08,38.53,93.48,89.79,106.57,31.05,19.39,161.03,18.8,31.85,22.415,25.6,24.65,28.3,23.05,22.12,21.08,26.38,499.72,45.85,89.0,35.94,49.47,50.11,74.44,55.93,44.37,74.56,49.97,99.31,62.66
2024-04-23,95.64,28.39,70.95,48.58,21.65,56.92,93.89,70.73,88.11,26.23,76.71,35.2,49.54,77.3,49.15,38.67,93.84,90.11,106.52,31.35,19.59,162.46,18.96,31.86,22.455,25.68,24.72,28.35,23.13,22.16,21.13,26.4,505.65,45.82,89.03,36.09,49.55,50.61,74.61,55.96,44.52,74.7,49.96,99.23,62.72
2024-04-24,95.39,28.31,70.77,48.37,21.56,56.89,94.41,70.63,87.48,26.22,76.54,35.14,49.35,77.23,48.83,38.42,93.68,89.82,106.44,31.34,19.58,162.69,18.96,31.63,22.4,25.625,24.63,28.25,23.09,22.01,21.07,26.23,505.41,45.78,88.4,36.01,49.39,50.59,74.09,55.59,44.37,74.45,49.91,99.11,62.35
2024-04-25,95.12,28.24,70.57,48.31,21.54,56.75,93.3,70.43,87.23,26.17,76.38,35.06,49.28,77.05,48.64,38.4,93.42,89.44,106.13,31.08,19.42,162.35,18.87,31.45,22.335,25.565,24.57,28.19,23.05,21.93,21.01,26.06,503.49,45.6,87.78,35.93,49.29,50.35,73.81,55.25,44.22,74.29,49.75,98.92,62.16
2024-04-26,95.33,28.32,70.73,48.44,21.49,56.68,93.52,70.73,87.61,26.23,76.62,35.16,49.42,77.32,48.89,38.35,93.73,89.8,106.12,31.13,19.37,162.43,18.86,31.6,22.385,25.635,24.62,28.27,23.11,22.05,21.06,26.19,508.26,45.61,88.24,36.02,49.42,50.33,74.22,55.52,44.35,74.49,49.79,98.88,62.4
2024-04-29,95.62,28.42,70.94,48.56,21.64,56.81,93.78,70.93,88.04,26.34,76.85,35.27,49.47,77.55,49.21,38.65,94.02,90.02,106.38,31.32,19.52,163.56,19.07,31.83,22.435,25.725,24.69,28.35,23.17,22.18,21.11,26.38,510.06,45.69,88.98,36.14,49.59,50.9,74.69,55.94,44.45,74.75,49.89,98.89,62.72
2024-04-30,95.23,28.27,70.67,48.41,21.4,56.75,93.48,70.26,87.15,26.18,76.29,35.07,49.44,77.04,48.8,38.27,93.43,89.54,106.33,30.96,19.29,161.2,18.75,31.62,22.335,25.6,24.59,28.24,23.05,22.0,21.0,26.2,501.98,45.62,88.22,35.94,49.36,50.04,74.08,55.56,44.22,74.39,49.84,98.82,62.19
2024-05-01,95.27,28.24,70.71,48.41,21.42,56.72,93.42,69.97,87.15,26.14,76.29,35.04,49.53,76.7,48.86,38.43,93.3,89.76,106.2,31.14,19.46,160.65,18.78,31.71,22.37,25.52,24.59,28.21,23.0,22.04,21.05,26.28,500.35,45.54,88.56,35.88,49.36,49.98,74.19,55.7,44.3,74.41,49.78,98.85,62.09
2024-05-02,95.7,28.39,70.99,48.51,21.72,56.77,93.84,70.57,87.86,26.31,76.76,35.23,49.57,77.2,49.27,38.81,93.84,90.16,106.36,31.19,19.52,161.64,19.08,31.84,22.465,25.665,24.7,28.37,23.12,22.2,21.15,26.4,505.03,45.69,88.94,36.08,49.62,50.71,74.72,55.96,44.51,74.82,49.85,98.84,62.56
2024-05-03,96.19,28.54,71.35,48.68,21.9,56.95,94.36,71.19,88.58,26.42,77.08,35.38,49.69,77.87,49.67,39.1,94.27,90.67,106.67,31.54,19.66,162.79,19.19,32.13,22.575,25.755,24.82,28.54,23.21,22.4,21.28,26.63,511.29,45.86,89.84,36.22,49.87,51.05,75.37,56.47,44.75,75.22,50.04,99.14,63.04
2024-05-06,96.26,28.59,71.42,48.75,21.88,57.09,94.75,71.83,88.83,26.47,77.17,35.4,49.71,78.42,49.91,39.11,94.37,90.6,106.8,31.67,19.73,164.04,19.22,32.26,22.605,25.8,24.85,28.6,23.24,22.5,21.26,26.74,516.57,45.91,90.19,36.25,49.98,51.19,75.72,56.69,44.73,75.38,50.11,99.35,63.21
2024-05-07,96.46,28.63,71.56,48.85,21.86,57.21,94.59,71.64,88.9,26.52,77.18,35.43,49.86,78.38,50.0,39.08,94.41,91.01,107.09,31.55,19.66,164.5,19.38,32.46,22.625,25.815,24.9,28.61,23.24,22.53,21.35,26.91,517.14,46.09,90.74,36.29,50.01,51.71,75.85,57.01,44.89,75.43,50.26,99.56,63.3
2024-05-08,96.26,28.6,71.39,48.8,21.78,57.19,94.52,71.3,88.57,26.47,77.0,35.36,49.84,78.13,49.77,38.93,94.21,90.82,107.02,31.29,19.46,164.46,19.23,32.27,22.6,25.77,24.86,28.56,23.2,22.43,21.32,26.76,517.19,46.06,90.19,36.21,49.93,51.12,75.57,56.71,44.82,75.27,50.26,99.61,63.07
2024-05-09,96.44,28.61,71.58,48.78,21.84,57.24,94.57,71.69,88.87,26.48,77.02,35.37,49.8,78.26,49.92,39.01,94.24,91.16,107.05,31.38,19.51,165.84,19.58,32.42,22.65,25.795,24.91,28.59,23.22,22.5,21.39,26.87,520.17,46.02,90.63,36.22,49.97,52.22,75.71,56.95,44.97,75.38,50.26,99.6,63.23
2024-05-10,96.24,28.54,71.38,48.66,21.73,57.14,94.34,71.46,88.66,26.43,76.9,35.3,49.67,78.13,49.71,38.91,94.02,90.79,106.8,31.4,19.52,166.11,19.53,32.25,22.6,25.73,24.83,28.52,23.17,22.41,21.31,26.74,520.84,45.99,90.12,36.15,49.87,52.04,75.43,56.66,44.82,75.16,50.18,99.59,63.14
2024-05-13,96.29,28.55,71.44,48.67,21.75,57.14,94.34,71.59,88.75,26.41,76.88,35.31,49.71,78.23,49.74,38.97,94.03,90.96,106.8,31.43,19.62,166.07,19.61,32.33,22.61,25.725,24.87,28.53,23.17,22.42,21.35,26.8,520.91,45.98,90.35,36.15,49.87,52.25,75.45,56.77,44.92,75.18,50.23,99.55,63.15
2024-05-14,96.55,28.61,71.65,48.6,21.76,57.15,94.56,72.07,88.95,26.45,77.0,35.36,49.68,78.63,49.93,38.99,94.17,91.28,106.86,31.45,19.55,166.73,19.77,32.49,22.66,25.765,24.93,28.59,23.21,22.51,21.44,26.92,523.3,46.03,90.86,36.21,50.01,52.7,75.73,57.06,45.06,75.37,50.22,99.6,63.33
2024-05-15,97.19,28.77,72.11,48.92,22.05,57.26,95.2,72.63,89.88,26.61,77.45,35.55,49.98,79.34,50.58,39.52,94.69,92.03,107.16,31.76,19.76,168.06,20.04,32.92,22.83,25.895,25.1,28.81,23.32,22.77,21.62,27.3,529.78,46.14,92.1,36.41,50.36,53.37,76.7,57.84,45.44,75.92,50.34,99.64,63.97
2024-05-16,97.08,28.7,71.99,48.86,21.99,57.22,95.23,72.4,89.58,26.54,77.27,35.49,49.86,79.05,50.47,39.4,94.5,91.68,107.0,31.67,19.72,167.79,20.02,32.88,22.77,25.85,25.06,28.77,23.27,22.74,21.53,27.26,528.69,46.08,92.01,36.34,50.3,53.23,76.59,57.77,45.3,75.81,50.26,99.64,63.79
2024-05-17,96.77,28.69,71.81,48.73,21.92,57.03,95.09,72.45,89.41,26.53,77.28,35.47,49.78,79.19,50.29,39.29,94.49,91.35,106.61,31.63,19.68,168.04,20.02,32.67,22.725,25.865,25.0,28.71,23.28,22.67,21.45,27.08,529.45,45.87,91.39,36.33,50.22,53.34,76.28,57.4,45.15,75.67,50.1,99.43,63.65
2024-05-20,96.68,28.7,71.74,48.69,21.87,56.99,94.97,72.8,89.42,26.52,77.32,35.49,49.76,79.45,50.24,39.25,94.55,91.2,106.47,31.66,19.71,167.9,19.92,32.59,22.7,25.85,24.95,28.71,23.28,22.64,21.41,27.02,530.06,45.8,91.12,36.34,50.19,53.04,76.2,57.25,45.06,75.63,50.04,99.3,63.66
2024-05-21,96.86,28.68,71.89,48.75,21.91,56.93,95.08,72.57,89.49,26.51,77.26,35.48,49.79,79.26,50.36,39.21,94.5,91.47,106.47,31.6,19.71,167.83,19.91,32.73,22.75,25.85,25.01,28.74,23.28,22.69,21.47,27.14,531.36,45.71,91.59,36.33,50.26,53.03,76.35,57.51,45.2,75.77,50.05,99.17,63.73
2024-05-22,96.74,28.62,71.8,48.64,21.78,56.77,94.95,72.43,89.2,26.44,77.09,35.4,49.7,79.12,50.35,39.05,94.3,91.26,106.23,31.51,19.62,167.19,19.74,32.76,22.72,25.78,24.99,28.72,23.23,22.69,21.42,27.16,529.83,45.55,91.7,36.27,50.2,52.55,76.39,57.55,45.1,75.68,49.91,98.94,63.55
2024-05-23,96.47,28.49,71.59,48.56,21.71,56.56,94.69,71.75,88.59,26.35,76.82,35.29,49.63,78.36,50.02,38.98,93.95,90.9,105.86,31.25,19.4,164.85,19.32,32.58,22.645,25.725,24.91,28.61,23.17,22.53,21.34,27.01,525.96,45.4,91.11,36.15,50.03,51.48,75.87,57.23,44.89,75.43,49.79,98.6,63.13
2024-05-24,96.58,28.61,71.67,48.59,21.78,56.56,94.8,72.22,88.94,26.47,77.09,35.41,49.66,78.78,50.21,39.1,94.28,91.06,105.76,31.5,19.6,165.94,19.32,32.67,22.68,25.79,24.93,28.67,23.24,22.62,21.37,27.08,529.44,45.36,91.38,36.28,50.13,51.47,76.14,57.38,45.0,75.55,49.74,98.6,63.32
2024-05-28,96.13,28.48,71.33,48.45,21.7,56.52,94.42,72.24,88.41,26.39,76.78,35.29,49.58,78.88,49.75,39.03,93.93,90.6,105.78,31.47,19.54,164.79,19.21,32.2,22.575,25.72,24.83,28.54,23.16,22.4,21.25,26.71,529.81,45.31,90.07,36.14,49.91,51.2,75.43,56.61,44.71,75.19,49.72,98.53,62.97
2024-05-29,95.76,28.37,71.07,48.24,21.55,56.39,94.01,71.69,88.09,26.25,76.55,35.19,49.41,78.46,49.34,38.57,93.62,90.25,105.37,31.19,19.4,162.86,19.04,31.86,22.475,25.65,24.72,28.41,23.1,22.22,21.18,26.43,526.1,45.15,88.98,36.05,49.71,50.7,74.75,56.0,44.59,74.88,49.55,98.21,62.74
2024-05-30,96.21,28.42,71.38,48.39,21.64,56.38,94.38,71.54,88.62,26.31,76.86,35.3,49.49,78.18,49.75,38.77,93.95,90.71,105.58,31.46,19.54,163.61,19.35,32.16,22.585,25.71,24.84,28.55,23.17,22.4,21.28,26.66,522.61,45.22,89.84,36.16,49.93,51.42,75.41,56.49,44.8,75.24,49.62,98.3,63.07
2024-05-31,96.52,28.54,71.64,48.46,21.67,56.43,94.84,71.67,89.05,26.43,77.13,35.43,49.6,78.29,50.12,38.9,94.35,91.01,105.74,31.75,19.77,165.78,19.71,32.4,22.67,25.815,24.94,28.67,23.26,22.57,21.36,26.86,527.37,45.24,90.45,36.33,50.16,52.4,75.94,56.94,44.97,75.6,49.72,98.41,63.38
2024-06-03,96.8,28.51,71.82,48.54,21.78,56.4,94.92,71.57,89.09,26.39,77.01,35.35,49.77,78.31,50.35,39.24,94.08,91.3,105.68,31.74,19.82,164.9,19.68,32.7,22.715,25.71,24.98,28.7,23.15,22.69,21.44,27.11,527.8,45.24,91.6,36.2,50.21,52.19,76.39,57.48,45.13,75.72,49.67,98.42,63.28
2024-06-04,97.15,28.52,72.09,48.64,21.83,56.54,95.28,71.6,89.15,26.42,76.97,35.33,49.86,78.19,50.65,39.36,94.04,91.74,106.07,31.68,19.8,164.4,19.87,33.06,22.805,25.735,25.09,28.81,23.16,22.83,21.52,27.41,528.39,45.4,92.67,36.17,50.39,52.65,76.86,58.11,45.32,76.0,49.86,98.61,63.34
2024-06-05,97.45,28.63,72.29,48.76,21.86,56.76,95.53,72.3,89.39,26.52,77.22,35.45,49.98,78.77,50.92,39.35,94.35,91.98,106.48,31.73,19.73,165.4,19.83,33.29,22.865,25.785,25.16,28.89,23.23,22.96,21.58,27.59,534.67,45.61,93.35,36.29,50.54,52.64,77.28,58.49,45.42,76.19,50.03,99.11,63.5
2024-06-06,97.48,28.59,72.3,48.73,21.88,56.87,95.53,71.83,89.18,26.44,77.09,35.4,49.93,78.35,50.84,39.34,94.21,92.01,106.69,31.77,19.7,165.08,19.88,33.28,22.86,25.765,25.16,28.87,23.2,22.93,21.61,27.6,534.66,45.73,93.21,36.26,50.48,52.77,77.15,58.48,45.43,76.16,50.15,99.23,63.37
2024-06-07,96.62,28.46,71.72,48.53,21.6,56.61,94.85,71.73,88.48,26.33,76.89,35.32,49.73,78.03,50.21,38.93,93.93,91.22,106.16,31.66,19.66,164.56,19.7,32.67,22.685,25.705,24.95,28.65,23.13,22.63,21.41,27.1,534.01,45.56,91.5,36.15,50.13,52.35,76.15,57.44,45.03,75.55,49.93,99.03,62.95
2024-06-10,96.54,28.48,71.61,48.38,21.51,56.67,94.65,71.9,88.46,26.35,76.96,35.34,49.61,78.25,50.02,38.66,94.02,91.07,106.06,31.53,19.6,165.0,19.74,32.49,22.64,25.715,24.92,28.6,23.16,22.54,21.4,26.95,535.66,45.6,90.89,36.2,50.05,52.54,75.86,57.1,44.97,75.41,49.87,98.95,62.87
2024-06-11,96.87,28.51,71.9,48.51,21.5,56.73,94.92,71.7,88.8,26.34,77.06,35.39,49.71,78.25,50.31,38.73,94.18,91.54,106.16,31.38,19.51,164.32,19.68,32.79,22.745,25.745,25.01,28.7,23.19,22.68,21.51,27.2,536.95,45.61,91.83,36.23,50.22,52.1,76.33,57.62,45.21,75.7,49.95,99.04,63.12
2024-06-12,97.33,28.6,72.23,48.64,21.65,57.06,95.39,72.29,89.15,26.45,77.37,35.54,49.84,78.8,50.69,39.08,94.51,92.09,106.66,31.56,19.61,165.2,19.83,33.04,22.83,25.855,25.14,28.84,23.27,22.85,21.62,27.41,541.36,45.85,92.52,36.36,50.45,52.53,76.9,58.07,45.49,76.06,50.21,99.42,63.35
2024-06-13,97.82,28.6,72.55,48.8,21.64,57.16,95.76,71.91,89.39,26.47,77.36,35.51,49.99,78.39,51.08,39.0,94.53,92.52,106.97,31.56,19.67,164.73,19.94,33.47,22.955,25.85,25.24,28.97,23.28,23.02,21.73,27.76,542.45,46.01,93.88,36.34,50.65,52.77,77.48,58.81,45.64,76.37,50.44,99.69,63.53
2024-06-14,97.92,28.49,72.66,48.95,21.63,57.26,95.85,71.52,89.28,26.33,77.06,35.39,50.1,77.95,51.19,39.06,94.15,92.61,107.11,31.46,19.59,163.68,19.96,33.71,22.985,25.755,25.28,28.99,23.19,23.08,21.76,27.96,542.78,46.1,94.67,36.23,50.7,52.81,77.66,59.25,45.72,76.45,50.41,99.85,63.48
2024-06-17,97.57,28.5,72.39,48.84,21.61,57.14,95.53,71.53,89.01,26.36,77.11,35.42,50.01,78.18,50.83,39.03,94.25,92.24,106.86,31.41,19.6,164.87,19.88,33.4,22.9,25.795,25.19,28.86,23.22,22.91,21.67,27.71,547.1,45.97,93.73,36.26,50.51,52.75,77.08,58.72,45.57,76.17,50.28,99.7,63.28
2024-06-18,97.92,28.61,72.64,48.96,21.69,57.25,95.99,71.69,89.6,26.43,77.35,35.54,50.11,78.21,51.15,39.11,94.57,92.64,107.12,31.56,19.7,165.28,19.93,33.7,22.995,25.875,25.28,28.99,23.28,23.05,21.76,27.95,548.49,46.07,94.59,36.38,50.67,52.99,77.6,59.22,45.73,76.45,50.38,99.77,63.68
2024-06-20,97.75,28.57,72.5,48.88,21.61,57.11,95.83,71.42,89.27,26.41,77.3,35.5,50.08,77.91,50.89,38.96,94.47,92.52,106.85,31.52,19.67,165.38,19.89,33.48,22.945,25.825,25.24,28.91,23.27,22.93,21.73,27.78,547.0,45.96,93.96,36.35,50.57,52.76,77.14,58.85,45.71,76.19,50.28,99.69,63.51
2024-06-21,97.76,28.61,72.52,48.93,21.56,57.11,95.74,71.59,89.38,26.42,77.39,35.56,50.09,78.04,50.91,38.97,94.57,92.55,106.81,31.57,19.67,165.59,19.93,33.5,22.955,25.86,25.25,28.93,23.29,22.94,21.73,27.79,544.51,45.96,93.96,36.39,50.58,52.89,77.23,58.87,45.75,76.26,50.26,99.67,63.55
2024-06-24,97.84,28.58,72.56,48.9,21.61,57.18,95.86,71.55,89.42,26.41,77.31,35.54,50.09,78.02,50.98,39.02,94.54,92.58,106.83,31.64,19.75,165.72,20.11,33.6,22.965,25.865,25.25,28.94,23.26,22.98,21.74,27.88,542.74,45.99,94.34,36.36,50.62,53.32,77.29,59.06,45.71,76.27,50.28,99.68,63.58
2024-06-25,97.83,28.55,72.6,48.94,21.58,57.15,96.0,71.73,89.41,26.38,77.41,35.57,50.11,78.26,50.99,38.98,94.63,92.51,106.9,31.65,19.75,164.58,19.84,33.64,22.965,25.89,25.26,28.94,23.3,22.98,21.73,27.93,544.83,45.99,94.5,36.4,50.62,52.59,77.32,59.17,45.7,76.28,50.32,99.7,63.61
2024-06-26,97.39,28.42,72.26,48.71,21.44,56.95,95.37,71.91,89.11,26.28,77.24,35.49,49.93,78.46,50.54,38.65,94.38,92.07,106.56,31.64,19.75,163.96,19.61,33.22,22.85,25.805,25.14,28.81,23.26,22.76,21.63,27.55,545.51,45.88,93.15,36.31,50.4,52.49,76.63,58.4,45.52,75.99,50.15,99.33,63.31
2024-06-27,97.55,28.4,72.39,48.75,21.47,57.06,95.51,72.19,89.19,26.27,77.33,35.51,49.98,78.81,50.67,38.67,94.51,92.29,106.82,31.61,19.76,164.16,19.8,33.34,22.9,25.82,25.19,28.86,23.27,22.82,21.69,27.66,546.37,45.88,93.52,36.34,50.48,52.99,76.81,58.59,45.6,76.11,50.27,99.43,63.36
2024-06-28,97.07,28.3,72.05,48.67,21.43,56.88,95.07,72.06,88.48,26.19,77.14,35.46,49.92,78.63,50.04,38.61,94.27,91.81,106.55,31.55,19.68,164.28,19.97,32.81,22.79,25.81,25.09,28.7,23.23,22.55,21.57,27.22,544.22,45.75,91.78,36.28,50.21,53.56,75.86,57.68,45.4,75.7,50.11,99.4,62.91
2024-07-01,96.25,28.11,71.45,48.42,21.34,56.65,94.36,71.9,87.75,26.01,76.72,35.26,49.77,78.33,49.38,38.6,93.65,90.85,106.13,31.28,19.59,162.95,19.78,32.17,22.6,25.65,24.86,28.45,23.04,22.25,21.35,26.69,545.34,45.6,89.91,36.06,49.82,53.07,74.85,56.52,44.9,75.09,49.93,98.97,62.4
2024-07-02,96.57,28.19,71.66,48.52,21.35,56.81,94.69,72.01,88.18,26.11,76.93,35.36,49.88,78.51,49.82,38.52,93.98,91.13,106.43,31.41,19.65,163.68,19.86,32.38,22.66,25.69,24.93,28.58,23.13,22.44,21.39,26.87,549.01,45.69,90.61,36.15,50.05,53.41,75.56,56.91,45.01,75.42,50.07,99.09,62.65
2024-07-03,97.09,28.31,72.07,48.66,21.55,57.02,95.17,72.06,88.87,26.23,77.2,35.45,50.04,78.63,50.29,38.93,94.2,91.64,106.71,31.68,19.75,163.75,19.85,32.8,22.795,25.79,25.07,28.76,23.19,22.67,21.51,27.23,551.46,45.82,91.8,36.26,50.34,53.32,76.3,57.65,45.26,75.91,50.16,99.4,63.15
2024-07-05,97.58,28.45,72.4,48.76,21.64,57.05,95.66,72.21,89.45,26.35,77.43,35.56,50.1,78.74,50.67,39.3,94.59,92.24,106.97,31.66,19.78,163.68,19.91,33.01,22.895,25.85,25.2,28.9,23.27,22.82,21.66,27.4,554.64,45.9,92.56,36.38,50.55,53.52,76.82,58.06,45.53,76.24,50.25,99.65,63.54
2024-07-08,97.61,28.44,72.4,48.78,21.63,57.03,95.78,72.33,89.43,26.35,77.41,35.54,50.12,78.93,50.71,39.23,94.49,92.2,107.03,31.59,19.74,164.0,19.95,33.09,22.905,25.83,25.19,28.89,23.25,22.86,21.67,27.45,555.28,45.9,92.76,36.36,50.56,53.54,76.88,58.16,45.54,76.25,50.24,99.53,63.52
2024-07-09,97.52,28.43,72.37,48.74,21.57,57.05,95.59,72.14,89.15,26.34,77.32,35.52,50.05,78.84,50.54,38.99,94.43,92.23,106.97,31.39,19.61,163.72,19.95,32.97,22.88,25.85,25.18,28.85,23.24,22.78,21.7,27.35,555.82,45.9,92.35,36.34,50.48,53.58,76.62,57.96,45.6,76.13,50.27,99.57,63.32
2024-07-10,97.62,28.47,72.43,48.85,21.6,57.04,95.73,72.42,89.57,26.4,77.5,35.59,50.15,79.01,50.72,39.17,94.61,92.32,106.86,31.57,19.71,165.07,20.11,33.05,22.915,25.845,25.2,28.9,23.28,22.86,21.7,27.43,561.32,45.93,92.64,36.4,50.57,54.02,76.88,58.11,45.62,76.24,50.22,99.63,63.56
2024-07-11,98.12,28.59,72.79,48.94,21.77,57.23,96.19,73.06,90.09,26.51,77.78,35.73,50.26,79.68,51.06,39.47,94.95,92.81,107.2,31.92,19.93,167.06,20.64,33.38,23.01,25.945,25.34,29.04,23.35,23.02,21.82,27.7,556.48,46.06,93.54,36.55,50.8,55.26,77.42,58.67,45.86,76.61,50.41,99.84,63.94
2024-07-12,98.39,28.71,72.98,48.99,21.88,57.34,96.52,73.55,90.26,26.61,77.98,35.82,50.29,80.19,51.33,39.72,95.24,93.12,107.34,31.97,19.94,168.53,20.81,33.49,23.09,26.035,25.4,29.14,23.43,23.13,21.89,27.79,559.99,46.11,93.94,36.65,50.99,55.58,77.84,58.86,46.04,76.85,50.49,99.97,64.1
2024-07-15,98.05,28.66,72.75,49.04,21.86,57.25,96.11,73.66,89.89,26.55,77.99,35.82,50.3,80.42,50.86,39.61,95.24,92.77,107.24,31.94,19.95,168.72,20.93,33.18,23.02,26.01,25.31,29.01,23.43,22.92,21.81,27.53,561.53,46.01,92.86,36.65,50.77,56.05,77.13,58.31,45.87,76.57,50.43,99.88,63.85
2024-07-16,98.45,28.79,73.03,49.22,21.91,57.34,96.92,74.27,90.29,26.69,78.29,35.98,50.49,81.25,51.38,39.69,95.62,93.09,107.41,31.98,19.99,171.71,21.15,33.58,23.1,26.13,25.41,29.16,23.52,23.15,21.86,27.86,564.86,46.14,94.17,36.8,51.0,56.64,77.89,59.01,46.0,76.92,50.53,100.0,64.07
2024-07-17,98.52,28.75,73.1,49.2,22.0,57.36,96.59,73.58,89.97,26.68,78.2,35.92,50.42,80.58,51.41,39.88,95.51,93.25,107.5,31.94,19.9,171.01,21.34,33.61,23.12,26.095,25.43,29.17,23.5,23.17,21.89,27.89,556.94,46.14,94.19,36.75,51.02,57.06,77.98,59.07,46.1,76.94,50.51,100.0,63.87
2024-07-18,98.25,28.68,72.91,49.14,21.88,57.31,96.33,73.11,89.5,26.61,78.04,35.86,50.42,79.76,51.06,39.68,95.29,93.0,107.36,31.87,19.9,169.54,21.16,33.4,23.06,26.065,25.37,29.06,23.45,23.02,21.85,27.71,552.66,46.13,93.47,36.69,50.85,56.55,77.48,58.65,45.98,76.68,50.5,100.0,63.53
2024-07-19,98.05,28.63,72.72,49.08,21.81,57.25,95.96,73.16,89.26,26.6,77.98,35.84,50.4,79.85,50.79,39.55,95.21,92.81,107.18,31.85,19.88,168.4,21.11,33.2,23.01,26.05,25.31,28.98,23.44,22.89,21.81,27.55,548.99,46.08,92.92,36.66,50.72,56.49,77.03,58.36,45.88,76.47,50.41,99.85,63.41
2024-07-22,98.01,28.74,72.69,49.04,21.81,57.25,96.03,73.61,89.66,26.67,78.27,35.95,50.36,80.44,50.71,39.42,95.54,92.79,107.23,31.92,19.89,169.73,21.33,33.09,22.995,26.135,25.29,28.97,23.53,22.85,21.8,27.46,554.65,46.08,92.65,36.78,50.7,57.21,76.91,58.17,45.84,76.46,50.44,99.89,63.61
2024-07-23,98.0,28.75,72.7,49.08,21.85,57.26,95.95,73.71,89.69,26.62,78.28,35.98,50.42,80.39,50.61,39.64,95.58,92.71,107.32,31.85,19.85,169.13,21.32,33.08,23.0,26.13,25.3,28.96,23.52,22.81,21.8,27.46,553.78,46.08,92.52,36.79,50.69,57.21,76.75,58.15,45.87,76.4,50.46,99.87,63.65
2024-07-24,97.7,28.59,72.49,48.98,21.83,57.16,95.62,72.79,89.11,26.54,78.03,35.86,50.3,79.79,50.1,39.38,95.24,92.56,107.02,31.54,19.67,167.15,20.98,32.78,22.925,26.065,25.23,28.82,23.45,22.56,21.75,27.2,541.23,45.99,91.52,36.68,50.47,56.18,75.95,57.61,45.74,76.08,50.34,99.8,63.25
2024-07-25,97.97,28.6,72.65,49.09,21.85,57.21,95.84,72.7,89.26,26.55,78.04,35.88,50.45,79.34,50.43,39.66,95.28,92.73,107.06,31.63,19.7,167.35,20.86,33.0,22.975,26.05,25.28,28.9,23.46,22.72,21.78,27.39,538.41,46.03,92.27,36.7,50.63,55.63,76.43,58.01,45.8,76.32,50.36,99.87,63.3
2024-07-26,98.32,28.69,72.94,49.23,21.96,57.31,96.2,73.01,89.76,26.63,78.29,35.96,50.64,79.74,50.83,39.68,95.54,93.12,107.29,31.8,19.82,169.74,21.21,33.23,23.075,26.155,25.39,29.04,23.52,22.9,21.86,27.58,544.44,46.1,92.99,36.8,50.84,56.59,77.04,58.44,46.01,76.62,50.44,99.9,63.7
2024-07-29,98.48,28.71,73.03,49.36,21.96,57.37,96.35,73.04,89.91,26.66,78.22,35.94,50.75,79.94,50.97,39.67,95.45,93.27,107.32,31.72,19.77,169.97,21.32,33.39,23.105,26.11,25.42,29.1,23.49,22.96,21.92,27.71,544.76,46.12,93.49,36.75,50.94,56.9,77.27,58.7,46.08,76.74,50.44,99.97,63.78
2024-07-30,98.58,28.71,73.12,49.43,21.98,57.35,96.45,72.95,90.03,26.67,78.26,35.96,50.76,79.82,51.01,39.76,95.47,93.37,107.41,31.73,19.77,170.79,21.48,33.49,23.125,26.115,25.44,29.12,23.5,22.97,21.92,27.8,542.0,46.11,93.85,36.76,50.97,57.15,77.3,58.9,46.11,76.86,50.48,99.98,63.84
2024-07-31,99.11,28.89,73.52,49.61,22.22,57.43,96.89,73.55,90.45,26.79,78.54,36.1,50.96,80.3,51.41,39.92,95.84,93.92,107.68,31.71,19.75,171.6,21.39,33.87,23.26,26.22,25.58,29.26,23.59,23.17,22.06,28.11,550.81,46.24,94.81,36.9,51.23,56.94,77.98,59.51,46.37,77.23,50.6,100.14,64.16
2024-08-01,99.22,28.69,73.57,49.58,22.19,57.5,96.81,72.65,90.01,26.67,77.96,35.83,51.02,79.38,51.42,40.03,95.09,94.02,107.58,31.65,19.86,169.69,21.69,34.04,23.27,25.995,25.61,29.24,23.4,23.17,22.1,28.26,543.01,46.23,95.31,36.64,51.18,57.53,77.96,59.86,46.38,77.17,50.58,100.19,63.83
2024-08-02,100.33,28.61,74.41,49.88,22.6,57.8,97.51,71.82,90.61,26.58,77.7,35.71,51.38,78.28,52.16,40.46,94.79,95.22,108.26,31.63,19.82,166.77,21.72,35.02,23.555,25.92,25.91,29.49,23.33,23.5,22.36,29.06,532.9,46.65,98.28,36.52,51.63,57.31,79.09,61.54,46.96,77.88,50.97,100.83,64.29
